Date,Region,Product ID,Competitor Pricing
2022-01-02,South,P0011,58.1
2022-01-02,West,P0012,31.78
2022-01-02,West,P0013,35.3
2022-01-02,North,P0014,70.84
2022-01-02,East,P0015,84.99
2022-01-02,South,P0016,91.05
2022-01-02,South,P0017,25.27
2022-01-02,East,P0018,82.59
2022-01-02,North,P0019,54.98
2022-01-02,East,P0020,53.34
2022-01-02,North,P0001,69.74
2022-01-02,East,P0002,62.4
2022-01-02,East,P0003,49.64
2022-01-02,East,P0004,90.1
2022-01-02,West,P0005,59.42
2022-01-02,East,P0006,16.85
2022-01-02,West,P0007,28.55
2022-01-02,South,P0008,102.7
2022-01-02,South,P0009,8.56
2022-01-02,South,P0010,87.81
2022-01-02,East,P0011,87.37
2022-01-02,South,P0012,38.71
2022-01-02,West,P0013,80.79
2022-01-02,East,P0014,78.35
2022-01-02,North,P0015,97.07
2022-01-02,West,P0016,61.32
2022-01-02,South,P0017,93.35
2022-01-02,South,P0018,89.63
2022-01-02,North,P0019,57.55
2022-01-02,North,P0020,74.55
2022-01-02,East,P0001,65.24
2022-01-02,West,P0002,65.16
2022-01-02,West,P0003,84.97
2022-01-02,North,P0004,64.88
2022-01-02,West,P0005,75.17
2022-01-02,North,P0006,71.17
2022-01-02,East,P0007,71.37
2022-01-02,East,P0008,61.05
2022-01-02,West,P0009,73.69
2022-01-02,West,P0010,47.02
2022-01-02,East,P0011,27.78
2022-01-02,West,P0012,33.87
2022-01-02,East,P0013,55.4
2022-01-02,South,P0014,13.12
2022-01-02,West,P0015,61.02
2022-01-02,East,P0016,39.13
2022-01-02,North,P0017,84.29
2022-01-02,West,P0018,47.89
2022-01-02,West,P0019,75.86
2022-01-02,South,P0020,98.89
2022-01-03,West,P0001,58.22
2022-01-03,East,P0002,52.91
2022-01-03,South,P0003,29.38
2022-01-03,East,P0004,7.82
2022-01-03,West,P0005,91.29
2022-01-03,South,P0006,58.01
2022-01-03,South,P0007,91.9
2022-01-03,West,P0008,51.47
2022-01-03,South,P0009,65.86
2022-01-03,West,P0010,102.66
2022-01-03,East,P0011,62.72
2022-01-03,East,P0012,83.11
2022-01-03,South,P0013,85.16
2022-01-03,South,P0014,30.1
2022-01-03,North,P0015,52.43
2022-01-03,East,P0016,94.15
2022-01-03,North,P0017,100.34
2022-01-03,East,P0018,75.48
2022-01-03,South,P0019,54.2
2022-01-03,North,P0020,37.56
2022-01-03,North,P0001,49.4
2022-01-03,North,P0002,43.48
2022-01-03,West,P0003,99.26
2022-01-03,North,P0004,28.61
2022-01-03,West,P0005,31.67
2022-01-03,North,P0006,27.19
2022-01-03,South,P0007,55.83
2022-01-03,South,P0008,63.45
2022-01-03,South,P0009,60.98
2022-01-03,West,P0010,91.76
2022-01-03,North,P0011,37.14
2022-01-03,West,P0012,51.33
2022-01-03,West,P0013,64.52
2022-01-03,West,P0014,23.3
2022-01-03,West,P0015,49.2
2022-01-03,South,P0016,76.17
2022-01-03,West,P0017,22.24
2022-01-03,South,P0018,25.73
2022-01-03,North,P0019,73.5
2022-01-03,South,P0020,47.01
2022-01-03,North,P0001,86.74
2022-01-03,North,P0002,17.32
2022-01-03,West,P0003,40.38
2022-01-03,South,P0004,88.99
2022-01-03,East,P0005,61.06
2022-01-03,North,P0006,94.29
2022-01-03,West,P0007,97.62
2022-01-03,East,P0008,36.9
2022-01-03,South,P0009,37.66
2022-01-03,South,P0010,96.19
2022-01-03,West,P0011,89.06
2022-01-03,East,P0012,74.71
2022-01-03,South,P0013,47.75
2022-01-03,South,P0014,25.0
2022-01-03,South,P0015,60.34
2022-01-03,West,P0016,60.75
2022-01-03,West,P0017,77.55
2022-01-03,East,P0018,96.55
2022-01-03,East,P0019,47.84
2022-01-03,South,P0020,19.59
2022-01-03,East,P0001,79.9
2022-01-03,West,P0002,77.66
2022-01-03,South,P0003,42.55
2022-01-03,East,P0004,62.3
2022-01-03,North,P0005,27.97
2022-01-03,North,P0006,34.82
2022-01-03,East,P0007,15.64
2022-01-03,East,P0008,65.17
2022-01-03,West,P0009,35.26
2022-01-03,West,P0010,21.84
2022-01-03,West,P0011,31.68
2022-01-03,North,P0012,75.61
2022-01-03,South,P0013,59.12
2022-01-03,East,P0014,58.02
2022-01-03,South,P0015,77.0
2022-01-03,East,P0016,18.35
2022-01-03,North,P0017,39.57
2022-01-03,South,P0018,46.83
2022-01-03,North,P0019,76.9
2022-01-03,East,P0020,97.42
2022-01-03,North,P0001,34.96
2022-01-03,North,P0002,84.13
2022-01-03,East,P0003,49.42
2022-01-03,South,P0004,57.14
2022-01-03,North,P0005,60.81
2022-01-03,West,P0006,44.37
2022-01-03,West,P0007,63.81
2022-01-03,South,P0008,95.17
2022-01-03,West,P0009,55.74
2022-01-03,North,P0010,11.25
2022-01-03,North,P0011,69.67
2022-01-03,North,P0012,46.58
2022-01-03,South,P0013,19.33
2022-01-03,North,P0014,23.72
2022-01-03,South,P0015,85.26
2022-01-03,North,P0016,76.56
2022-01-03,East,P0017,40.59
2022-01-03,North,P0018,35.98
2022-01-03,North,P0019,64.67
2022-01-03,South,P0020,62.53
2022-01-04,South,P0001,75.99
2022-01-04,North,P0002,87.44
2022-01-04,South,P0003,7.6
2022-01-04,North,P0004,45.53
2022-01-04,East,P0005,73.5
2022-01-04,South,P0006,55.07
2022-01-04,North,P0007,28.95
2022-01-04,East,P0008,58.46
2022-01-04,North,P0009,46.74
2022-01-04,East,P0010,98.87
2022-01-04,South,P0011,25.48
2022-01-04,West,P0012,70.84
2022-01-04,North,P0013,33.73
2022-01-04,East,P0014,95.38
2022-01-04,West,P0015,88.66
2022-01-04,North,P0016,93.22
2022-01-04,West,P0017,57.08
2022-01-04,South,P0018,60.77
2022-01-04,West,P0019,61.73
2022-01-04,North,P0020,10.76
2022-01-04,North,P0001,44.33
2022-01-04,West,P0002,51.78
2022-01-04,North,P0003,44.02
2022-01-04,East,P0004,61.63
2022-01-04,East,P0005,23.55
2022-01-04,West,P0006,29.22
2022-01-04,North,P0007,82.18
2022-01-04,West,P0008,56.99
2022-01-04,East,P0009,47.77
2022-01-04,West,P0010,53.35
2022-01-04,North,P0011,11.98
2022-01-04,North,P0012,93.92
2022-01-04,East,P0013,17.47
2022-01-04,West,P0014,79.63
2022-01-04,North,P0015,62.56
2022-01-04,East,P0016,61.83
2022-01-04,East,P0017,67.89
2022-01-04,South,P0018,27.89
2022-01-04,West,P0019,33.52
2022-01-04,East,P0020,17.22
2022-01-04,South,P0001,83.63
2022-01-04,South,P0002,61.76
2022-01-04,North,P0003,30.53
2022-01-04,West,P0004,97.69
2022-01-04,North,P0005,25.5
2022-01-04,East,P0006,17.76
2022-01-04,North,P0007,52.32
2022-01-04,East,P0008,57.85
2022-01-04,West,P0009,12.8
2022-01-04,East,P0010,62.96
2022-01-04,East,P0011,95.78
2022-01-04,North,P0012,75.03
2022-01-04,East,P0013,28.03
2022-01-04,East,P0014,82.64
2022-01-04,East,P0015,19.75
2022-01-04,West,P0016,20.65
2022-01-04,West,P0017,49.72
2022-01-04,North,P0018,40.66
2022-01-04,North,P0019,38.42
2022-01-04,South,P0020,84.05
2022-01-04,South,P0001,21.17
2022-01-04,North,P0002,66.42
2022-01-04,West,P0003,48.66
2022-01-04,West,P0004,81.29
2022-01-04,North,P0005,75.67
2022-01-04,South,P0006,47.5
2022-01-04,East,P0007,52.57
2022-01-04,West,P0008,32.41
2022-01-04,South,P0009,83.85
2022-01-04,North,P0010,24.56
2022-01-04,East,P0011,60.74
2022-01-04,North,P0012,90.8
2022-01-04,West,P0013,23.7
2022-01-04,West,P0014,72.22
2022-01-04,West,P0015,77.12
2022-01-04,West,P0016,27.17
2022-01-04,East,P0017,29.56
2022-01-04,East,P0018,59.96
2022-01-04,West,P0019,29.82
2022-01-04,South,P0020,89.19
2022-01-04,North,P0001,24.12
2022-01-04,West,P0002,39.9
2022-01-04,South,P0003,30.66
2022-01-04,West,P0004,78.43
2022-01-04,South,P0005,43.84
2022-01-04,West,P0006,37.49
2022-01-04,North,P0007,54.22
2022-01-04,South,P0008,64.13
2022-01-04,West,P0009,35.63
2022-01-04,North,P0010,79.81
2022-01-04,West,P0011,35.15
2022-01-04,South,P0012,48.04
2022-01-04,North,P0013,41.66
2022-01-04,West,P0014,87.85
2022-01-04,West,P0015,61.9
2022-01-04,North,P0016,12.13
2022-01-04,North,P0017,33.09
2022-01-04,East,P0018,33.51
2022-01-04,North,P0019,85.21
2022-01-04,West,P0020,78.32
2022-01-05,South,P0001,29.4
2022-01-05,West,P0002,80.22
2022-01-05,South,P0003,78.89
2022-01-05,North,P0004,93.55
2022-01-05,West,P0005,42.56
2022-01-05,North,P0006,57.13
2022-01-05,West,P0007,53.31
2022-01-05,West,P0008,58.19
2022-01-05,East,P0009,93.57
2022-01-05,East,P0010,32.17
2022-01-05,North,P0011,52.89
2022-01-05,West,P0012,98.29
2022-01-05,East,P0013,82.46
2022-01-05,North,P0014,12.38
2022-01-05,West,P0015,59.56
2022-01-05,East,P0016,26.17
2022-01-05,East,P0017,60.02
2022-01-05,South,P0018,97.99
2022-01-05,West,P0019,47.76
2022-01-05,West,P0020,37.71
2022-01-05,East,P0001,60.32
2022-01-05,North,P0002,39.61
2022-01-05,North,P0003,34.67
2022-01-05,North,P0004,78.98
2022-01-05,West,P0005,83.23
2022-01-05,West,P0006,60.18
2022-01-05,South,P0007,80.65
2022-01-05,East,P0008,44.9
2022-01-05,West,P0009,98.62
2022-01-05,East,P0010,83.87
2022-01-05,East,P0011,76.99
2022-01-05,West,P0012,56.77
2022-01-05,East,P0013,25.99
2022-01-05,West,P0014,19.73
2022-01-05,South,P0015,56.17
2022-01-05,West,P0016,79.16
2022-01-05,East,P0017,9.46
2022-01-05,East,P0018,23.86
2022-01-05,South,P0019,66.27
2022-01-05,South,P0020,13.22
2022-01-05,West,P0001,88.15
2022-01-05,South,P0002,87.67
2022-01-05,East,P0003,30.21
2022-01-05,East,P0004,79.04
2022-01-05,West,P0005,54.31
2022-01-05,East,P0006,89.3
2022-01-05,East,P0007,73.33
2022-01-05,South,P0008,21.81
2022-01-05,West,P0009,14.32
2022-01-05,West,P0010,17.34
2022-01-05,East,P0011,25.17
2022-01-05,East,P0012,56.53
2022-01-05,East,P0013,78.62
2022-01-05,South,P0014,37.42
2022-01-05,South,P0015,90.41
2022-01-05,North,P0016,27.66
2022-01-05,East,P0017,25.22
2022-01-05,South,P0018,102.22
2022-01-05,West,P0019,34.2
2022-01-05,North,P0020,63.05
2022-01-05,North,P0001,58.98
2022-01-05,North,P0002,58.22
2022-01-05,North,P0003,70.94
2022-01-05,North,P0004,50.35
2022-01-05,East,P0005,95.19
2022-01-05,East,P0006,79.28
2022-01-05,North,P0007,92.28
2022-01-05,South,P0008,40.57
2022-01-05,North,P0009,87.3
2022-01-05,East,P0010,13.92
2022-01-05,West,P0011,97.29
2022-01-05,West,P0012,29.24
2022-01-05,West,P0013,91.76
2022-01-05,North,P0014,57.58
2022-01-05,East,P0015,21.05
2022-01-05,North,P0016,58.01
2022-01-05,South,P0017,55.33
2022-01-05,West,P0018,20.52
2022-01-05,West,P0019,46.95
2022-01-05,South,P0020,19.43
2022-01-05,South,P0001,40.3
2022-01-05,West,P0002,28.27
2022-01-05,South,P0003,82.7
2022-01-05,North,P0004,54.05
2022-01-05,West,P0005,45.5
2022-01-05,South,P0006,16.24
2022-01-05,East,P0007,53.33
2022-01-05,North,P0008,31.34
2022-01-05,West,P0009,59.09
2022-01-05,North,P0010,42.19
2022-01-05,South,P0011,13.1
2022-01-05,East,P0012,103.3
2022-01-05,South,P0013,35.38
2022-01-05,North,P0014,85.97
2022-01-05,South,P0015,89.25
2022-01-05,West,P0016,57.49
2022-01-05,East,P0017,73.86
2022-01-05,East,P0018,56.0
2022-01-05,South,P0019,60.14
2022-01-05,South,P0020,49.72
2022-01-06,East,P0001,87.3
2022-01-06,East,P0002,45.33
2022-01-06,West,P0003,52.0
2022-01-06,West,P0004,38.59
2022-01-06,East,P0005,33.29
2022-01-06,West,P0006,86.18
2022-01-06,South,P0007,104.06
2022-01-06,West,P0008,38.52
2022-01-06,East,P0009,62.02
2022-01-06,East,P0010,36.98
2022-01-06,East,P0011,61.26
2022-01-06,North,P0012,60.48
2022-01-06,West,P0013,65.45
2022-01-06,South,P0014,43.83
2022-01-06,South,P0015,92.67
2022-01-06,East,P0016,25.68
2022-01-06,West,P0017,21.48
2022-01-06,East,P0018,76.9
2022-01-06,South,P0019,93.01
2022-01-06,North,P0020,78.21
2022-01-06,West,P0001,30.51
2022-01-06,North,P0002,44.11
2022-01-06,East,P0003,62.18
2022-01-06,East,P0004,54.87
2022-01-06,South,P0005,20.75
2022-01-06,West,P0006,46.24
2022-01-06,North,P0007,40.56
2022-01-06,South,P0008,59.21
2022-01-06,East,P0009,43.03
2022-01-06,East,P0010,66.25
2022-01-06,South,P0011,64.21
2022-01-06,South,P0012,40.69
2022-01-06,East,P0013,53.84
2022-01-06,North,P0014,79.25
2022-01-06,East,P0015,26.77
2022-01-06,West,P0016,92.99
2022-01-06,South,P0017,31.05
2022-01-06,North,P0018,93.47
2022-01-06,North,P0019,44.37
2022-01-06,West,P0020,100.87
2022-01-06,West,P0001,93.98
2022-01-06,East,P0002,55.66
2022-01-06,South,P0003,29.75
2022-01-06,North,P0004,58.36
2022-01-06,East,P0005,79.82
2022-01-06,South,P0006,8.7
2022-01-06,South,P0007,10.1
2022-01-06,South,P0008,25.32
2022-01-06,West,P0009,15.76
2022-01-06,North,P0010,52.96
2022-01-06,East,P0011,54.94
2022-01-06,West,P0012,58.61
2022-01-06,South,P0013,83.38
2022-01-06,South,P0014,40.97
2022-01-06,North,P0015,16.87
2022-01-06,North,P0016,42.58
2022-01-06,South,P0017,73.35
2022-01-06,North,P0018,13.04
2022-01-06,North,P0019,53.03
2022-01-06,West,P0020,94.76
2022-01-06,South,P0001,12.11
2022-01-06,East,P0002,15.44
2022-01-06,South,P0003,43.03
2022-01-06,North,P0004,88.18
2022-01-06,East,P0005,77.63
2022-01-06,North,P0006,81.47
2022-01-06,North,P0007,71.46
2022-01-06,South,P0008,15.66
2022-01-06,North,P0009,86.94
2022-01-06,North,P0010,96.13
2022-01-06,West,P0011,45.18
2022-01-06,North,P0012,81.15
2022-01-06,West,P0013,19.92
2022-01-06,East,P0014,77.66
2022-01-06,West,P0015,91.53
2022-01-06,West,P0016,84.52
2022-01-06,South,P0017,29.25
2022-01-06,South,P0018,95.64
2022-01-06,South,P0019,34.57
2022-01-06,West,P0020,31.37
2022-01-06,West,P0001,34.3
2022-01-06,South,P0002,92.19
2022-01-06,West,P0003,62.06
2022-01-06,East,P0004,73.68
2022-01-06,East,P0005,47.58
2022-01-06,South,P0006,58.68
2022-01-06,West,P0007,55.85
2022-01-06,West,P0008,78.8
2022-01-06,South,P0009,43.42
2022-01-06,South,P0010,57.29
2022-01-06,South,P0011,86.19
2022-01-06,South,P0012,55.53
2022-01-06,South,P0013,90.39
2022-01-06,West,P0014,27.34
2022-01-06,East,P0015,38.56
2022-01-06,South,P0016,102.66
2022-01-06,East,P0017,45.99
2022-01-06,East,P0018,39.59
2022-01-06,North,P0019,54.25
2022-01-06,West,P0020,89.89
2022-01-07,North,P0001,58.8
2022-01-07,North,P0002,81.11
2022-01-07,North,P0003,67.25
2022-01-07,West,P0004,11.3
2022-01-07,West,P0005,30.55
2022-01-07,South,P0006,30.02
2022-01-07,North,P0007,46.52
2022-01-07,East,P0008,33.1
2022-01-07,West,P0009,50.42
2022-01-07,East,P0010,53.32
2022-01-07,North,P0011,70.41
2022-01-07,South,P0012,67.26
2022-01-07,North,P0013,33.29
2022-01-07,East,P0014,54.34
2022-01-07,East,P0015,9.38
2022-01-07,East,P0016,79.98
2022-01-07,South,P0017,9.33
2022-01-07,South,P0018,55.07
2022-01-07,South,P0019,61.51
2022-01-07,West,P0020,50.87
2022-01-07,West,P0001,82.42
2022-01-07,East,P0002,78.46
2022-01-07,West,P0003,39.39
2022-01-07,East,P0004,95.71
2022-01-07,South,P0005,41.52
2022-01-07,North,P0006,35.74
2022-01-07,South,P0007,49.28
2022-01-07,North,P0008,94.72
2022-01-07,South,P0009,69.27
2022-01-07,South,P0010,83.62
2022-01-07,West,P0011,32.73
2022-01-07,West,P0012,80.54
2022-01-07,West,P0013,47.41
2022-01-07,East,P0014,38.08
2022-01-07,South,P0015,77.91
2022-01-07,South,P0016,42.88
2022-01-07,South,P0017,81.89
2022-01-07,East,P0018,76.47
2022-01-07,North,P0019,14.77
2022-01-07,West,P0020,59.68
2022-01-07,North,P0001,62.1
2022-01-07,West,P0002,81.19
2022-01-07,South,P0003,90.12
2022-01-07,North,P0004,40.45
2022-01-07,South,P0005,86.47
2022-01-07,East,P0006,71.36
2022-01-07,South,P0007,41.65
2022-01-07,South,P0008,14.52
2022-01-07,East,P0009,28.48
2022-01-07,North,P0010,66.47
2022-01-07,West,P0011,36.38
2022-01-07,South,P0012,16.76
2022-01-07,South,P0013,16.55
2022-01-07,East,P0014,83.32
2022-01-07,West,P0015,82.41
2022-01-07,East,P0016,16.83
2022-01-07,North,P0017,34.61
2022-01-07,East,P0018,76.87
2022-01-07,South,P0019,75.71
2022-01-07,South,P0020,91.56
2022-01-07,West,P0001,93.9
2022-01-07,North,P0002,80.4
2022-01-07,North,P0003,58.96
2022-01-07,East,P0004,43.14
2022-01-07,North,P0005,82.67
2022-01-07,East,P0006,60.54
2022-01-07,North,P0007,40.77
2022-01-07,East,P0008,28.73
2022-01-07,South,P0009,45.31
2022-01-07,South,P0010,49.85
2022-01-07,North,P0011,82.31
2022-01-07,West,P0012,86.66
2022-01-07,North,P0013,86.76
2022-01-07,South,P0014,64.27
2022-01-07,South,P0015,102.21
2022-01-07,North,P0016,83.05
2022-01-07,South,P0017,95.74
2022-01-07,North,P0018,68.05
2022-01-07,North,P0019,81.9
2022-01-07,North,P0020,93.94
2022-01-07,East,P0001,44.0
2022-01-07,West,P0002,69.36
2022-01-07,South,P0003,30.62
2022-01-07,West,P0004,86.87
2022-01-07,South,P0005,58.4
2022-01-07,East,P0006,49.55
2022-01-07,North,P0007,72.96
2022-01-07,North,P0008,99.22
2022-01-07,West,P0009,24.02
2022-01-07,South,P0010,58.08
2022-01-07,South,P0011,78.29
2022-01-07,South,P0012,55.96
2022-01-07,North,P0013,44.19
2022-01-07,West,P0014,58.4
2022-01-07,East,P0015,60.01
2022-01-07,North,P0016,41.87
2022-01-07,East,P0017,82.58
2022-01-07,East,P0018,49.14
2022-01-07,East,P0019,33.88
2022-01-07,West,P0020,42.42
2022-01-08,East,P0001,63.82
2022-01-08,South,P0002,73.33
2022-01-08,East,P0003,35.41
2022-01-08,North,P0004,40.25
2022-01-08,West,P0005,16.33
2022-01-08,East,P0006,50.16
2022-01-08,North,P0007,16.04
2022-01-08,North,P0008,12.21
2022-01-08,South,P0009,24.44
2022-01-08,North,P0010,65.01
2022-01-08,South,P0011,25.81
2022-01-08,North,P0012,79.7
2022-01-08,South,P0013,75.03
2022-01-08,South,P0014,53.24
2022-01-08,South,P0015,13.59
2022-01-08,South,P0016,37.04
2022-01-08,North,P0017,40.43
2022-01-08,West,P0018,76.69
2022-01-08,South,P0019,11.92
2022-01-08,South,P0020,68.33
2022-01-08,North,P0001,87.58
2022-01-08,North,P0002,94.65
2022-01-08,West,P0003,78.99
2022-01-08,East,P0004,42.35
2022-01-08,South,P0005,32.6
2022-01-08,South,P0006,51.75
2022-01-08,South,P0007,76.4
2022-01-08,South,P0008,71.97
2022-01-08,West,P0009,73.06
2022-01-08,West,P0010,91.56
2022-01-08,South,P0011,88.55
2022-01-08,North,P0012,30.77
2022-01-08,North,P0013,95.44
2022-01-08,South,P0014,73.73
2022-01-08,West,P0015,70.08
2022-01-08,South,P0016,19.87
2022-01-08,West,P0017,86.01
2022-01-08,South,P0018,93.15
2022-01-08,West,P0019,18.88
2022-01-08,East,P0020,87.28
2022-01-08,South,P0001,68.04
2022-01-08,East,P0002,72.17
2022-01-08,North,P0003,45.15
2022-01-08,East,P0004,25.93
2022-01-08,South,P0005,69.74
2022-01-08,East,P0006,79.56
2022-01-08,West,P0007,69.12
2022-01-08,East,P0008,20.0
2022-01-08,West,P0009,88.15
2022-01-08,East,P0010,92.13
2022-01-08,East,P0011,73.2
2022-01-08,West,P0012,17.96
2022-01-08,South,P0013,85.3
2022-01-08,West,P0014,24.85
2022-01-08,South,P0015,102.16
2022-01-08,East,P0016,28.85
2022-01-08,North,P0017,18.44
2022-01-08,South,P0018,51.64
2022-01-08,South,P0019,25.4
2022-01-08,South,P0020,19.42
2022-01-08,East,P0001,25.11
2022-01-08,South,P0002,85.58
2022-01-08,North,P0003,20.86
2022-01-08,West,P0004,93.03
2022-01-08,South,P0005,16.1
2022-01-08,North,P0006,20.26
2022-01-08,North,P0007,55.52
2022-01-08,North,P0008,39.59
2022-01-08,North,P0009,62.4
2022-01-08,North,P0010,14.74
2022-01-08,West,P0011,36.91
2022-01-08,East,P0012,97.22
2022-01-08,West,P0013,24.22
2022-01-08,East,P0014,54.91
2022-01-08,North,P0015,24.3
2022-01-08,North,P0016,79.28
2022-01-08,South,P0017,91.43
2022-01-08,West,P0018,69.04
2022-01-08,East,P0019,23.14
2022-01-08,West,P0020,25.88
2022-01-08,North,P0001,18.82
2022-01-08,West,P0002,45.55
2022-01-08,East,P0003,62.64
2022-01-08,South,P0004,60.38
2022-01-08,East,P0005,11.86
2022-01-08,North,P0006,62.81
2022-01-08,South,P0007,45.41
2022-01-08,West,P0008,69.22
2022-01-08,East,P0009,18.34
2022-01-08,East,P0010,74.51
2022-01-08,North,P0011,54.08
2022-01-08,West,P0012,39.42
2022-01-08,West,P0013,91.51
2022-01-08,West,P0014,72.3
2022-01-08,South,P0015,92.66
2022-01-08,South,P0016,18.2
2022-01-08,East,P0017,61.93
2022-01-08,East,P0018,89.6
2022-01-08,South,P0019,46.54
2022-01-08,West,P0020,21.93
2022-01-09,South,P0001,38.68
2022-01-09,North,P0002,95.03
2022-01-09,East,P0003,19.14
2022-01-09,West,P0004,65.03
2022-01-09,North,P0005,86.48
2022-01-09,North,P0006,54.92
2022-01-09,South,P0007,37.95
2022-01-09,East,P0008,84.92
2022-01-09,West,P0009,78.51
2022-01-09,South,P0010,65.21
2022-01-09,North,P0011,50.67
2022-01-09,South,P0012,13.91
2022-01-09,North,P0013,44.08
2022-01-09,East,P0014,79.19
2022-01-09,East,P0015,45.62
2022-01-09,East,P0016,49.14
2022-01-09,North,P0017,90.65
2022-01-09,North,P0018,50.29
2022-01-09,West,P0019,33.91
2022-01-09,North,P0020,7.6
2022-01-09,South,P0001,82.14
