Date,Product ID,Store ID,Inventory Level
2022-01-01,P0019,S005,235
2022-01-01,P0020,S005,108
2022-01-02,P0001,S001,116
2022-01-02,P0002,S001,416
2022-01-02,P0003,S001,488
2022-01-02,P0004,S001,248
2022-01-02,P0005,S001,238
2022-01-02,P0006,S001,471
2022-01-02,P0007,S001,178
2022-01-02,P0008,S001,92
2022-01-02,P0009,S001,99
2022-01-02,P0010,S001,171
2022-01-02,P0011,S001,215
2022-01-02,P0012,S001,281
2022-01-02,P0013,S001,455
2022-01-02,P0014,S001,84
2022-01-02,P0015,S001,246
2022-01-02,P0016,S001,399
2022-01-02,P0017,S001,242
2022-01-02,P0018,S001,478
2022-01-02,P0019,S001,156
2022-01-02,P0020,S001,221
2022-01-02,P0001,S002,402
2022-01-02,P0002,S002,132
2022-01-02,P0003,S002,218
2022-01-02,P0004,S002,131
2022-01-02,P0005,S002,93
2022-01-02,P0006,S002,344
2022-01-02,P0007,S002,340
2022-01-02,P0008,S002,241
2022-01-02,P0009,S002,296
2022-01-02,P0010,S002,472
2022-01-02,P0011,S002,308
2022-01-02,P0012,S002,434
2022-01-02,P0013,S002,287
2022-01-02,P0014,S002,190
2022-01-02,P0015,S002,353
2022-01-02,P0016,S002,210
2022-01-02,P0017,S002,193
2022-01-02,P0018,S002,124
2022-01-02,P0019,S002,492
2022-01-02,P0020,S002,222
2022-01-02,P0001,S003,277
2022-01-02,P0002,S003,175
2022-01-02,P0003,S003,157
2022-01-02,P0004,S003,120
2022-01-02,P0005,S003,375
2022-01-02,P0006,S003,302
2022-01-02,P0007,S003,375
2022-01-02,P0008,S003,248
2022-01-02,P0009,S003,219
2022-01-02,P0010,S003,146
2022-01-02,P0011,S003,218
2022-01-02,P0012,S003,260
2022-01-02,P0013,S003,414
2022-01-02,P0014,S003,420
2022-01-02,P0015,S003,435
2022-01-02,P0016,S003,230
2022-01-02,P0017,S003,456
2022-01-02,P0018,S003,319
2022-01-02,P0019,S003,59
2022-01-02,P0020,S003,155
2022-01-02,P0001,S004,144
2022-01-02,P0002,S004,283
2022-01-02,P0003,S004,347
2022-01-02,P0004,S004,410
2022-01-02,P0005,S004,99
2022-01-02,P0006,S004,97
2022-01-02,P0007,S004,339
2022-01-02,P0008,S004,144
2022-01-02,P0009,S004,110
2022-01-02,P0010,S004,348
2022-01-02,P0011,S004,458
2022-01-02,P0012,S004,403
2022-01-02,P0013,S004,198
2022-01-02,P0014,S004,472
2022-01-02,P0015,S004,178
2022-01-02,P0016,S004,215
2022-01-02,P0017,S004,477
2022-01-02,P0018,S004,198
2022-01-02,P0019,S004,110
2022-01-02,P0020,S004,254
2022-01-02,P0001,S005,223
2022-01-02,P0002,S005,100
2022-01-02,P0003,S005,397
2022-01-02,P0004,S005,442
2022-01-02,P0005,S005,411
2022-01-02,P0006,S005,76
2022-01-02,P0007,S005,257
2022-01-02,P0008,S005,353
2022-01-02,P0009,S005,119
2022-01-02,P0010,S005,403
2022-01-02,P0011,S005,60
2022-01-02,P0012,S005,182
2022-01-02,P0013,S005,455
2022-01-02,P0014,S005,437
2022-01-02,P0015,S005,289
2022-01-02,P0016,S005,487
2022-01-02,P0017,S005,418
2022-01-02,P0018,S005,89
2022-01-02,P0019,S005,421
2022-01-02,P0020,S005,211
2022-01-03,P0001,S001,154
2022-01-03,P0002,S001,282
2022-01-03,P0003,S001,183
2022-01-03,P0004,S001,239
2022-01-03,P0005,S001,368
2022-01-03,P0006,S001,57
2022-01-03,P0007,S001,460
2022-01-03,P0008,S001,214
2022-01-03,P0009,S001,407
2022-01-03,P0010,S001,51
2022-01-03,P0011,S001,252
2022-01-03,P0012,S001,72
2022-01-03,P0013,S001,194
2022-01-03,P0014,S001,302
2022-01-03,P0015,S001,330
2022-01-03,P0016,S001,148
2022-01-03,P0017,S001,315
2022-01-03,P0018,S001,97
2022-01-03,P0019,S001,240
2022-01-03,P0020,S001,178
2022-01-03,P0001,S002,405
2022-01-03,P0002,S002,200
2022-01-03,P0003,S002,327
2022-01-03,P0004,S002,409
2022-01-03,P0005,S002,327
2022-01-03,P0006,S002,388
2022-01-03,P0007,S002,483
2022-01-03,P0008,S002,70
2022-01-03,P0009,S002,288
2022-01-03,P0010,S002,270
2022-01-03,P0011,S002,217
2022-01-03,P0012,S002,221
2022-01-03,P0013,S002,303
2022-01-03,P0014,S002,298
2022-01-03,P0015,S002,193
2022-01-03,P0016,S002,205
2022-01-03,P0017,S002,427
2022-01-03,P0018,S002,365
2022-01-03,P0019,S002,111
2022-01-03,P0020,S002,271
2022-01-03,P0001,S003,134
2022-01-03,P0002,S003,405
2022-01-03,P0003,S003,290
2022-01-03,P0004,S003,403
2022-01-03,P0005,S003,311
2022-01-03,P0006,S003,448
2022-01-03,P0007,S003,277
2022-01-03,P0008,S003,421
2022-01-03,P0009,S003,241
2022-01-03,P0010,S003,186
2022-01-03,P0011,S003,413
2022-01-03,P0012,S003,112
2022-01-03,P0013,S003,268
2022-01-03,P0014,S003,347
2022-01-03,P0015,S003,495
2022-01-03,P0016,S003,324
2022-01-03,P0017,S003,330
2022-01-03,P0018,S003,297
2022-01-03,P0019,S003,169
2022-01-03,P0020,S003,257
2022-01-03,P0001,S004,175
2022-01-03,P0002,S004,228
2022-01-03,P0003,S004,188
2022-01-03,P0004,S004,211
2022-01-03,P0005,S004,149
2022-01-03,P0006,S004,383
2022-01-03,P0007,S004,478
2022-01-03,P0008,S004,217
2022-01-03,P0009,S004,73
2022-01-03,P0010,S004,467
2022-01-03,P0011,S004,353
2022-01-03,P0012,S004,471
2022-01-03,P0013,S004,129
2022-01-03,P0014,S004,301
2022-01-03,P0015,S004,423
2022-01-03,P0016,S004,385
2022-01-03,P0017,S004,74
2022-01-03,P0018,S004,467
2022-01-03,P0019,S004,140
2022-01-03,P0020,S004,197
2022-01-03,P0001,S005,159
2022-01-03,P0002,S005,322
2022-01-03,P0003,S005,106
2022-01-03,P0004,S005,475
2022-01-03,P0005,S005,83
2022-01-03,P0006,S005,117
2022-01-03,P0007,S005,368
2022-01-03,P0008,S005,207
2022-01-03,P0009,S005,398
2022-01-03,P0010,S005,476
2022-01-03,P0011,S005,119
2022-01-03,P0012,S005,77
2022-01-03,P0013,S005,191
2022-01-03,P0014,S005,419
2022-01-03,P0015,S005,184
2022-01-03,P0016,S005,361
2022-01-03,P0017,S005,154
2022-01-03,P0018,S005,376
2022-01-03,P0019,S005,268
2022-01-03,P0020,S005,451
2022-01-04,P0001,S001,85
2022-01-04,P0002,S001,91
2022-01-04,P0003,S001,184
2022-01-04,P0004,S001,209
2022-01-04,P0005,S001,470
2022-01-04,P0006,S001,127
2022-01-04,P0007,S001,367
2022-01-04,P0008,S001,404
2022-01-04,P0009,S001,403
2022-01-04,P0010,S001,494
2022-01-04,P0011,S001,421
2022-01-04,P0012,S001,150
2022-01-04,P0013,S001,94
2022-01-04,P0014,S001,77
2022-01-04,P0015,S001,430
2022-01-04,P0016,S001,168
2022-01-04,P0017,S001,353
2022-01-04,P0018,S001,380
2022-01-04,P0019,S001,127
2022-01-04,P0020,S001,153
2022-01-04,P0001,S002,108
2022-01-04,P0002,S002,109
2022-01-04,P0003,S002,493
2022-01-04,P0004,S002,289
2022-01-04,P0005,S002,425
2022-01-04,P0006,S002,118
2022-01-04,P0007,S002,449
2022-01-04,P0008,S002,184
2022-01-04,P0009,S002,239
2022-01-04,P0010,S002,216
2022-01-04,P0011,S002,291
2022-01-04,P0012,S002,74
2022-01-04,P0013,S002,429
2022-01-04,P0014,S002,467
2022-01-04,P0015,S002,121
2022-01-04,P0016,S002,134
2022-01-04,P0017,S002,152
2022-01-04,P0018,S002,236
2022-01-04,P0019,S002,253
2022-01-04,P0020,S002,403
2022-01-04,P0001,S003,335
2022-01-04,P0002,S003,293
2022-01-04,P0003,S003,169
2022-01-04,P0004,S003,294
2022-01-04,P0005,S003,69
2022-01-04,P0006,S003,328
2022-01-04,P0007,S003,173
2022-01-04,P0008,S003,108
2022-01-04,P0009,S003,494
2022-01-04,P0010,S003,366
2022-01-04,P0011,S003,441
2022-01-04,P0012,S003,181
2022-01-04,P0013,S003,330
2022-01-04,P0014,S003,228
2022-01-04,P0015,S003,344
2022-01-04,P0016,S003,336
2022-01-04,P0017,S003,355
2022-01-04,P0018,S003,431
2022-01-04,P0019,S003,172
2022-01-04,P0020,S003,145
2022-01-04,P0001,S004,487
2022-01-04,P0002,S004,216
2022-01-04,P0003,S004,236
2022-01-04,P0004,S004,260
2022-01-04,P0005,S004,435
2022-01-04,P0006,S004,499
2022-01-04,P0007,S004,180
2022-01-04,P0008,S004,128
2022-01-04,P0009,S004,291
2022-01-04,P0010,S004,444
2022-01-04,P0011,S004,281
2022-01-04,P0012,S004,189
2022-01-04,P0013,S004,80
2022-01-04,P0014,S004,314
2022-01-04,P0015,S004,167
2022-01-04,P0016,S004,129
2022-01-04,P0017,S004,425
2022-01-04,P0018,S004,103
2022-01-04,P0019,S004,471
2022-01-04,P0020,S004,364
2022-01-04,P0001,S005,383
2022-01-04,P0002,S005,495
2022-01-04,P0003,S005,439
2022-01-04,P0004,S005,101
2022-01-04,P0005,S005,292
2022-01-04,P0006,S005,466
2022-01-04,P0007,S005,175
2022-01-04,P0008,S005,327
2022-01-04,P0009,S005,194
2022-01-04,P0010,S005,349
2022-01-04,P0011,S005,237
2022-01-04,P0012,S005,220
2022-01-04,P0013,S005,86
2022-01-04,P0014,S005,334
2022-01-04,P0015,S005,186
2022-01-04,P0016,S005,288
2022-01-04,P0017,S005,460
2022-01-04,P0018,S005,482
2022-01-04,P0019,S005,278
2022-01-04,P0020,S005,128
2022-01-05,P0001,S001,238
2022-01-05,P0002,S001,270
2022-01-05,P0003,S001,216
2022-01-05,P0004,S001,172
2022-01-05,P0005,S001,405
2022-01-05,P0006,S001,338
2022-01-05,P0007,S001,409
2022-01-05,P0008,S001,102
2022-01-05,P0009,S001,433
2022-01-05,P0010,S001,288
2022-01-05,P0011,S001,485
2022-01-05,P0012,S001,414
2022-01-05,P0013,S001,370
2022-01-05,P0014,S001,233
2022-01-05,P0015,S001,272
2022-01-05,P0016,S001,189
2022-01-05,P0017,S001,120
2022-01-05,P0018,S001,248
2022-01-05,P0019,S001,492
2022-01-05,P0020,S001,355
2022-01-05,P0001,S002,250
2022-01-05,P0002,S002,182
2022-01-05,P0003,S002,274
2022-01-05,P0004,S002,148
2022-01-05,P0005,S002,241
2022-01-05,P0006,S002,131
2022-01-05,P0007,S002,80
2022-01-05,P0008,S002,483
2022-01-05,P0009,S002,228
2022-01-05,P0010,S002,202
2022-01-05,P0011,S002,440
2022-01-05,P0012,S002,264
2022-01-05,P0013,S002,296
2022-01-05,P0014,S002,201
2022-01-05,P0015,S002,70
2022-01-05,P0016,S002,176
2022-01-05,P0017,S002,399
2022-01-05,P0018,S002,294
2022-01-05,P0019,S002,222
2022-01-05,P0020,S002,123
2022-01-05,P0001,S003,388
2022-01-05,P0002,S003,191
2022-01-05,P0003,S003,370
2022-01-05,P0004,S003,463
2022-01-05,P0005,S003,140
2022-01-05,P0006,S003,314
2022-01-05,P0007,S003,79
2022-01-05,P0008,S003,411
2022-01-05,P0009,S003,117
2022-01-05,P0010,S003,109
2022-01-05,P0011,S003,438
2022-01-05,P0012,S003,480
2022-01-05,P0013,S003,284
2022-01-05,P0014,S003,444
2022-01-05,P0015,S003,278
2022-01-05,P0016,S003,202
2022-01-05,P0017,S003,192
2022-01-05,P0018,S003,168
2022-01-05,P0019,S003,308
2022-01-05,P0020,S003,286
2022-01-05,P0001,S004,201
2022-01-05,P0002,S004,135
2022-01-05,P0003,S004,258
2022-01-05,P0004,S004,357
2022-01-05,P0005,S004,387
2022-01-05,P0006,S004,378
2022-01-05,P0007,S004,249
2022-01-05,P0008,S004,448
2022-01-05,P0009,S004,348
2022-01-05,P0010,S004,412
2022-01-05,P0011,S004,344
2022-01-05,P0012,S004,475
2022-01-05,P0013,S004,400
2022-01-05,P0014,S004,424
2022-01-05,P0015,S004,441
2022-01-05,P0016,S004,421
2022-01-05,P0017,S004,278
2022-01-05,P0018,S004,319
2022-01-05,P0019,S004,353
2022-01-05,P0020,S004,149
2022-01-05,P0001,S005,371
2022-01-05,P0002,S005,98
2022-01-05,P0003,S005,318
2022-01-05,P0004,S005,200
2022-01-05,P0005,S005,299
2022-01-05,P0006,S005,392
2022-01-05,P0007,S005,399
2022-01-05,P0008,S005,192
2022-01-05,P0009,S005,149
2022-01-05,P0010,S005,406
2022-01-05,P0011,S005,91
2022-01-05,P0012,S005,228
2022-01-05,P0013,S005,68
2022-01-05,P0014,S005,358
2022-01-05,P0015,S005,361
2022-01-05,P0016,S005,371
2022-01-05,P0017,S005,231
2022-01-05,P0018,S005,269
2022-01-05,P0019,S005,444
2022-01-05,P0020,S005,243
2022-01-06,P0001,S001,198
2022-01-06,P0002,S001,262
2022-01-06,P0003,S001,91
2022-01-06,P0004,S001,466
2022-01-06,P0005,S001,129
2022-01-06,P0006,S001,57
2022-01-06,P0007,S001,76
2022-01-06,P0008,S001,445
2022-01-06,P0009,S001,277
2022-01-06,P0010,S001,204
2022-01-06,P0011,S001,200
2022-01-06,P0012,S001,59
2022-01-06,P0013,S001,185
2022-01-06,P0014,S001,201
2022-01-06,P0015,S001,388
2022-01-06,P0016,S001,481
2022-01-06,P0017,S001,379
2022-01-06,P0018,S001,423
2022-01-06,P0019,S001,66
2022-01-06,P0020,S001,98
2022-01-06,P0001,S002,131
2022-01-06,P0002,S002,117
2022-01-06,P0003,S002,71
2022-01-06,P0004,S002,72
2022-01-06,P0005,S002,106
2022-01-06,P0006,S002,377
2022-01-06,P0007,S002,469
2022-01-06,P0008,S002,392
2022-01-06,P0009,S002,415
2022-01-06,P0010,S002,350
2022-01-06,P0011,S002,104
2022-01-06,P0012,S002,223
2022-01-06,P0013,S002,467
2022-01-06,P0014,S002,372
2022-01-06,P0015,S002,224
2022-01-06,P0016,S002,270
2022-01-06,P0017,S002,207
2022-01-06,P0018,S002,120
2022-01-06,P0019,S002,300
2022-01-06,P0020,S002,246
2022-01-06,P0001,S003,223
2022-01-06,P0002,S003,110
2022-01-06,P0003,S003,210
2022-01-06,P0004,S003,400
2022-01-06,P0005,S003,457
2022-01-06,P0006,S003,285
2022-01-06,P0007,S003,108
2022-01-06,P0008,S003,463
2022-01-06,P0009,S003,60
2022-01-06,P0010,S003,148
2022-01-06,P0011,S003,266
2022-01-06,P0012,S003,111
2022-01-06,P0013,S003,479
2022-01-06,P0014,S003,268
2022-01-06,P0015,S003,490
2022-01-06,P0016,S003,385
2022-01-06,P0017,S003,409
2022-01-06,P0018,S003,221
2022-01-06,P0019,S003,67
2022-01-06,P0020,S003,283
2022-01-06,P0001,S004,185
2022-01-06,P0002,S004,162
2022-01-06,P0003,S004,405
2022-01-06,P0004,S004,50
2022-01-06,P0005,S004,384
2022-01-06,P0006,S004,488
2022-01-06,P0007,S004,129
2022-01-06,P0008,S004,226
2022-01-06,P0009,S004,207
2022-01-06,P0010,S004,490
2022-01-06,P0011,S004,293
2022-01-06,P0012,S004,483
2022-01-06,P0013,S004,389
2022-01-06,P0014,S004,126
2022-01-06,P0015,S004,304
2022-01-06,P0016,S004,69
2022-01-06,P0017,S004,220
2022-01-06,P0018,S004,427
2022-01-06,P0019,S004,411
2022-01-06,P0020,S004,261
2022-01-06,P0001,S005,333
2022-01-06,P0002,S005,387
2022-01-06,P0003,S005,186
2022-01-06,P0004,S005,313
2022-01-06,P0005,S005,121
2022-01-06,P0006,S005,475
2022-01-06,P0007,S005,87
2022-01-06,P0008,S005,279
2022-01-06,P0009,S005,87
2022-01-06,P0010,S005,94
2022-01-06,P0011,S005,248
2022-01-06,P0012,S005,385
2022-01-06,P0013,S005,395
2022-01-06,P0014,S005,134
2022-01-06,P0015,S005,185
2022-01-06,P0016,S005,223
2022-01-06,P0017,S005,495
2022-01-06,P0018,S005,200
2022-01-06,P0019,S005,244
2022-01-06,P0020,S005,74
2022-01-07,P0001,S001,195
2022-01-07,P0002,S001,255
2022-01-07,P0003,S001,487
2022-01-07,P0004,S001,339
2022-01-07,P0005,S001,120
2022-01-07,P0006,S001,399
2022-01-07,P0007,S001,461
2022-01-07,P0008,S001,193
2022-01-07,P0009,S001,402
2022-01-07,P0010,S001,438
2022-01-07,P0011,S001,275
2022-01-07,P0012,S001,446
2022-01-07,P0013,S001,137
2022-01-07,P0014,S001,189
2022-01-07,P0015,S001,311
2022-01-07,P0016,S001,178
2022-01-07,P0017,S001,299
2022-01-07,P0018,S001,109
2022-01-07,P0019,S001,159
2022-01-07,P0020,S001,402
2022-01-07,P0001,S002,394
2022-01-07,P0002,S002,461
2022-01-07,P0003,S002,85
2022-01-07,P0004,S002,301
2022-01-07,P0005,S002,183
2022-01-07,P0006,S002,429
2022-01-07,P0007,S002,263
2022-01-07,P0008,S002,74
2022-01-07,P0009,S002,332
2022-01-07,P0010,S002,218
2022-01-07,P0011,S002,272
2022-01-07,P0012,S002,365
2022-01-07,P0013,S002,176
2022-01-07,P0014,S002,357
2022-01-07,P0015,S002,288
2022-01-07,P0016,S002,212
2022-01-07,P0017,S002,103
2022-01-07,P0018,S002,222
2022-01-07,P0019,S002,144
2022-01-07,P0020,S002,90
2022-01-07,P0001,S003,388
2022-01-07,P0002,S003,427
2022-01-07,P0003,S003,92
2022-01-07,P0004,S003,121
2022-01-07,P0005,S003,340
2022-01-07,P0006,S003,187
2022-01-07,P0007,S003,177
2022-01-07,P0008,S003,172
2022-01-07,P0009,S003,113
2022-01-07,P0010,S003,74
2022-01-07,P0011,S003,391
2022-01-07,P0012,S003,158
2022-01-07,P0013,S003,244
2022-01-07,P0014,S003,135
2022-01-07,P0015,S003,270
2022-01-07,P0016,S003,240
2022-01-07,P0017,S003,437
2022-01-07,P0018,S003,394
2022-01-07,P0019,S003,317
2022-01-07,P0020,S003,268
2022-01-07,P0001,S004,164
2022-01-07,P0002,S004,61
2022-01-07,P0003,S004,81
2022-01-07,P0004,S004,146
2022-01-07,P0005,S004,117
2022-01-07,P0006,S004,453
2022-01-07,P0007,S004,182
2022-01-07,P0008,S004,231
2022-01-07,P0009,S004,442
2022-01-07,P0010,S004,126
2022-01-07,P0011,S004,88
2022-01-07,P0012,S004,113
2022-01-07,P0013,S004,371
2022-01-07,P0014,S004,242
2022-01-07,P0015,S004,495
2022-01-07,P0016,S004,323
2022-01-07,P0017,S004,53
2022-01-07,P0018,S004,94
2022-01-07,P0019,S004,183
2022-01-07,P0020,S004,296
2022-01-07,P0001,S005,227
2022-01-07,P0002,S005,406
2022-01-07,P0003,S005,342
2022-01-07,P0004,S005,125
2022-01-07,P0005,S005,140
2022-01-07,P0006,S005,370
2022-01-07,P0007,S005,441
2022-01-07,P0008,S005,498
2022-01-07,P0009,S005,213
2022-01-07,P0010,S005,260
2022-01-07,P0011,S005,453
2022-01-07,P0012,S005,454
2022-01-07,P0013,S005,129
2022-01-07,P0014,S005,272
2022-01-07,P0015,S005,206
2022-01-07,P0016,S005,170
2022-01-07,P0017,S005,453
2022-01-07,P0018,S005,159
2022-01-07,P0019,S005,60
2022-01-07,P0020,S005,248
2022-01-08,P0001,S001,231
2022-01-08,P0002,S001,55
2022-01-08,P0003,S001,338
2022-01-08,P0004,S001,420
2022-01-08,P0005,S001,355
2022-01-08,P0006,S001,104
2022-01-08,P0007,S001,264
2022-01-08,P0008,S001,215
2022-01-08,P0009,S001,375
2022-01-08,P0010,S001,253
2022-01-08,P0011,S001,357
2022-01-08,P0012,S001,264
2022-01-08,P0013,S001,332
2022-01-08,P0014,S001,290
2022-01-08,P0015,S001,368
2022-01-08,P0016,S001,361
2022-01-08,P0017,S001,467
2022-01-08,P0018,S001,296
2022-01-08,P0019,S001,440
2022-01-08,P0020,S001,348
2022-01-08,P0001,S002,349
2022-01-08,P0002,S002,384
2022-01-08,P0003,S002,369
2022-01-08,P0004,S002,414
2022-01-08,P0005,S002,314
2022-01-08,P0006,S002,300
2022-01-08,P0007,S002,208
2022-01-08,P0008,S002,405
2022-01-08,P0009,S002,371
2022-01-08,P0010,S002,57
2022-01-08,P0011,S002,64
2022-01-08,P0012,S002,294
2022-01-08,P0013,S002,348
2022-01-08,P0014,S002,210
2022-01-08,P0015,S002,339
2022-01-08,P0016,S002,125
2022-01-08,P0017,S002,160
2022-01-08,P0018,S002,471
2022-01-08,P0019,S002,411
2022-01-08,P0020,S002,314
2022-01-08,P0001,S003,370
2022-01-08,P0002,S003,327
2022-01-08,P0003,S003,216
2022-01-08,P0004,S003,435
2022-01-08,P0005,S003,477
2022-01-08,P0006,S003,363
2022-01-08,P0007,S003,418
2022-01-08,P0008,S003,496
2022-01-08,P0009,S003,176
2022-01-08,P0010,S003,84
2022-01-08,P0011,S003,482
2022-01-08,P0012,S003,55
2022-01-08,P0013,S003,303
2022-01-08,P0014,S003,364
2022-01-08,P0015,S003,233
2022-01-08,P0016,S003,81
2022-01-08,P0017,S003,93
2022-01-08,P0018,S003,117
2022-01-08,P0019,S003,109
2022-01-08,P0020,S003,156
2022-01-08,P0001,S004,62
2022-01-08,P0002,S004,74
2022-01-08,P0003,S004,280
2022-01-08,P0004,S004,470
2022-01-08,P0005,S004,183
2022-01-08,P0006,S004,109
2022-01-08,P0007,S004,152
2022-01-08,P0008,S004,203
2022-01-08,P0009,S004,102
2022-01-08,P0010,S004,393
2022-01-08,P0011,S004,317
2022-01-08,P0012,S004,163
2022-01-08,P0013,S004,386
2022-01-08,P0014,S004,311
2022-01-08,P0015,S004,338
2022-01-08,P0016,S004,329
2022-01-08,P0017,S004,111
2022-01-08,P0018,S004,190
2022-01-08,P0019,S004,353
2022-01-08,P0020,S004,176
2022-01-08,P0001,S005,107
2022-01-08,P0002,S005,196
2022-01-08,P0003,S005,341
2022-01-08,P0004,S005,401
2022-01-08,P0005,S005,459
2022-01-08,P0006,S005,323
2022-01-08,P0007,S005,112
2022-01-08,P0008,S005,297
2022-01-08,P0009,S005,489
2022-01-08,P0010,S005,254
2022-01-08,P0011,S005,137
2022-01-08,P0012,S005,314
2022-01-08,P0013,S005,365
2022-01-08,P0014,S005,177
2022-01-08,P0015,S005,307
2022-01-08,P0016,S005,101
2022-01-08,P0017,S005,377
2022-01-08,P0018,S005,448
2022-01-08,P0019,S005,135
2022-01-08,P0020,S005,383
2022-01-09,P0001,S001,373
2022-01-09,P0002,S001,142
2022-01-09,P0003,S001,153
2022-01-09,P0004,S001,410
2022-01-09,P0005,S001,471
2022-01-09,P0006,S001,199
2022-01-09,P0007,S001,81
2022-01-09,P0008,S001,247
2022-01-09,P0009,S001,285
2022-01-09,P0010,S001,97
2022-01-09,P0011,S001,361
2022-01-09,P0012,S001,94
2022-01-09,P0013,S001,219
2022-01-09,P0014,S001,194
2022-01-09,P0015,S001,424
2022-01-09,P0016,S001,458
2022-01-09,P0017,S001,487
2022-01-09,P0018,S001,363
2022-01-09,P0019,S001,317
2022-01-09,P0020,S001,351
2022-01-09,P0001,S002,361
2022-01-09,P0002,S002,93
2022-01-09,P0003,S002,204
2022-01-09,P0004,S002,240
2022-01-09,P0005,S002,478
2022-01-09,P0006,S002,170
2022-01-09,P0007,S002,332
2022-01-09,P0008,S002,116
2022-01-09,P0009,S002,306
2022-01-09,P0010,S002,376
2022-01-09,P0011,S002,450
2022-01-09,P0012,S002,201
2022-01-09,P0013,S002,344
2022-01-09,P0014,S002,330
2022-01-09,P0015,S002,443
2022-01-09,P0016,S002,219
2022-01-09,P0017,S002,100
2022-01-09,P0018,S002,96
2022-01-09,P0019,S002,491
2022-01-09,P0020,S002,421
2022-01-09,P0001,S003,139
2022-01-09,P0002,S003,363
2022-01-09,P0003,S003,159
2022-01-09,P0004,S003,252
2022-01-09,P0005,S003,418
2022-01-09,P0006,S003,248
2022-01-09,P0007,S003,440
2022-01-09,P0008,S003,267
2022-01-09,P0009,S003,427
2022-01-09,P0010,S003,60
2022-01-09,P0011,S003,421
2022-01-09,P0012,S003,398
2022-01-09,P0013,S003,223
2022-01-09,P0014,S003,495
2022-01-09,P0015,S003,90
2022-01-09,P0016,S003,227
2022-01-09,P0017,S003,488
2022-01-09,P0018,S003,260
2022-01-09,P0019,S003,419
2022-01-09,P0020,S003,486
2022-01-09,P0001,S004,391
2022-01-09,P0002,S004,211
2022-01-09,P0003,S004,306
2022-01-09,P0004,S004,311
2022-01-09,P0005,S004,387
2022-01-09,P0006,S004,120
2022-01-09,P0007,S004,393
2022-01-09,P0008,S004,310
2022-01-09,P0009,S004,436
2022-01-09,P0010,S004,356
2022-01-09,P0011,S004,203
2022-01-09,P0012,S004,259
