Date,Store ID,Product ID,Demand Forecast
2022-01-02,S004,P0015,98.56
2022-01-02,S004,P0016,180.76
2022-01-02,S004,P0017,254.89
2022-01-02,S004,P0018,25.51
2022-01-02,S004,P0019,79.41
2022-01-02,S004,P0020,77.15
2022-01-02,S005,P0001,74.8
2022-01-02,S005,P0002,28.97
2022-01-02,S005,P0003,336.02
2022-01-02,S005,P0004,54.08
2022-01-02,S005,P0005,172.41
2022-01-02,S005,P0006,49.32
2022-01-02,S005,P0007,84.69
2022-01-02,S005,P0008,254.75
2022-01-02,S005,P0009,99.63
2022-01-02,S005,P0010,84.32
2022-01-02,S005,P0011,23.98
2022-01-02,S005,P0012,83.13
2022-01-02,S005,P0013,235.03
2022-01-02,S005,P0014,282.52
2022-01-02,S005,P0015,52.77
2022-01-02,S005,P0016,432.86
2022-01-02,S005,P0017,383.26
2022-01-02,S005,P0018,78.67
2022-01-02,S005,P0019,220.23
2022-01-02,S005,P0020,190.11
2022-01-03,S001,P0001,5.36
2022-01-03,S001,P0002,193.26
2022-01-03,S001,P0003,168.28
2022-01-03,S001,P0004,228.51
2022-01-03,S001,P0005,170.76
2022-01-03,S001,P0006,13.6
2022-01-03,S001,P0007,143.7
2022-01-03,S001,P0008,178.0
2022-01-03,S001,P0009,217.69
2022-01-03,S001,P0010,38.08
2022-01-03,S001,P0011,5.18
2022-01-03,S001,P0012,9.81
2022-01-03,S001,P0013,20.5
2022-01-03,S001,P0014,255.54
2022-01-03,S001,P0015,246.91
2022-01-03,S001,P0016,35.11
2022-01-03,S001,P0017,33.51
2022-01-03,S001,P0018,37.26
2022-01-03,S001,P0019,203.45
2022-01-03,S001,P0020,110.02
2022-01-03,S002,P0001,100.82
2022-01-03,S002,P0002,55.45
2022-01-03,S002,P0003,127.03
2022-01-03,S002,P0004,8.25
2022-01-03,S002,P0005,326.56
2022-01-03,S002,P0006,365.82
2022-01-03,S002,P0007,277.23
2022-01-03,S002,P0008,23.62
2022-01-03,S002,P0009,207.27
2022-01-03,S002,P0010,192.21
2022-01-03,S002,P0011,154.26
2022-01-03,S002,P0012,104.48
2022-01-03,S002,P0013,268.73
2022-01-03,S002,P0014,245.02
2022-01-03,S002,P0015,177.8
2022-01-03,S002,P0016,37.83
2022-01-03,S002,P0017,231.16
2022-01-03,S002,P0018,208.31
2022-01-03,S002,P0019,71.88
2022-01-03,S002,P0020,15.3
2022-01-03,S003,P0001,100.66
2022-01-03,S003,P0002,355.08
2022-01-03,S003,P0003,246.78
2022-01-03,S003,P0004,166.81
2022-01-03,S003,P0005,154.97
2022-01-03,S003,P0006,357.52
2022-01-03,S003,P0007,48.62
2022-01-03,S003,P0008,292.21
2022-01-03,S003,P0009,198.59
2022-01-03,S003,P0010,177.8
2022-01-03,S003,P0011,220.54
2022-01-03,S003,P0012,113.33
2022-01-03,S003,P0013,49.77
2022-01-03,S003,P0014,49.31
2022-01-03,S003,P0015,390.1
2022-01-03,S003,P0016,111.3
2022-01-03,S003,P0017,297.58
2022-01-03,S003,P0018,104.66
2022-01-03,S003,P0019,107.67
2022-01-03,S003,P0020,123.65
2022-01-03,S004,P0001,56.84
2022-01-03,S004,P0002,161.48
2022-01-03,S004,P0003,98.87
2022-01-03,S004,P0004,167.75
2022-01-03,S004,P0005,21.91
2022-01-03,S004,P0006,26.89
2022-01-03,S004,P0007,307.7
2022-01-03,S004,P0008,215.04
2022-01-03,S004,P0009,68.51
2022-01-03,S004,P0010,139.44
2022-01-03,S004,P0011,255.26
2022-01-03,S004,P0012,188.72
2022-01-03,S004,P0013,38.86
2022-01-03,S004,P0014,160.46
2022-01-03,S004,P0015,95.5
2022-01-03,S004,P0016,86.62
2022-01-03,S004,P0017,43.64
2022-01-03,S004,P0018,270.37
2022-01-03,S004,P0019,-3.91
2022-01-03,S004,P0020,161.2
2022-01-03,S005,P0001,18.12
2022-01-03,S005,P0002,78.35
2022-01-03,S005,P0003,25.13
2022-01-03,S005,P0004,358.12
2022-01-03,S005,P0005,63.37
2022-01-03,S005,P0006,59.04
2022-01-03,S005,P0007,95.69
2022-01-03,S005,P0008,173.93
2022-01-03,S005,P0009,350.47
2022-01-03,S005,P0010,91.48
2022-01-03,S005,P0011,43.92
2022-01-03,S005,P0012,68.01
2022-01-03,S005,P0013,205.54
2022-01-03,S005,P0014,263.83
2022-01-03,S005,P0015,143.76
2022-01-03,S005,P0016,25.61
2022-01-03,S005,P0017,37.45
2022-01-03,S005,P0018,43.47
2022-01-03,S005,P0019,198.44
2022-01-03,S005,P0020,99.88
2022-01-04,S001,P0001,52.87
2022-01-04,S001,P0002,82.65
2022-01-04,S001,P0003,82.51
2022-01-04,S001,P0004,15.37
2022-01-04,S001,P0005,45.57
2022-01-04,S001,P0006,0.54
2022-01-04,S001,P0007,336.71
2022-01-04,S001,P0008,350.96
2022-01-04,S001,P0009,26.72
2022-01-04,S001,P0010,92.86
2022-01-04,S001,P0011,49.2
2022-01-04,S001,P0012,140.64
2022-01-04,S001,P0013,46.7
2022-01-04,S001,P0014,22.66
2022-01-04,S001,P0015,371.89
2022-01-04,S001,P0016,33.2
2022-01-04,S001,P0017,349.59
2022-01-04,S001,P0018,258.58
2022-01-04,S001,P0019,50.38
2022-01-04,S001,P0020,44.55
2022-01-04,S002,P0001,85.5
2022-01-04,S002,P0002,71.47
2022-01-04,S002,P0003,459.44
2022-01-04,S002,P0004,26.96
2022-01-04,S002,P0005,407.4
2022-01-04,S002,P0006,88.67
2022-01-04,S002,P0007,132.54
2022-01-04,S002,P0008,52.26
2022-01-04,S002,P0009,104.13
2022-01-04,S002,P0010,138.75
2022-01-04,S002,P0011,48.65
2022-01-04,S002,P0012,67.72
2022-01-04,S002,P0013,151.22
2022-01-04,S002,P0014,408.18
2022-01-04,S002,P0015,93.99
2022-01-04,S002,P0016,32.03
2022-01-04,S002,P0017,54.96
2022-01-04,S002,P0018,220.44
2022-01-04,S002,P0019,107.84
2022-01-04,S002,P0020,340.49
2022-01-04,S003,P0001,276.13
2022-01-04,S003,P0002,215.12
2022-01-04,S003,P0003,24.17
2022-01-04,S003,P0004,164.1
2022-01-04,S003,P0005,21.27
2022-01-04,S003,P0006,323.67
2022-01-04,S003,P0007,75.54
2022-01-04,S003,P0008,95.55
2022-01-04,S003,P0009,121.8
2022-01-04,S003,P0010,268.6
2022-01-04,S003,P0011,128.01
2022-01-04,S003,P0012,18.13
2022-01-04,S003,P0013,111.27
2022-01-04,S003,P0014,75.88
2022-01-04,S003,P0015,235.42
2022-01-04,S003,P0016,260.26
2022-01-04,S003,P0017,248.1
2022-01-04,S003,P0018,323.61
2022-01-04,S003,P0019,26.96
2022-01-04,S003,P0020,43.44
2022-01-04,S004,P0001,154.43
2022-01-04,S004,P0002,141.65
2022-01-04,S004,P0003,36.09
2022-01-04,S004,P0004,256.94
2022-01-04,S004,P0005,255.72
2022-01-04,S004,P0006,128.04
2022-01-04,S004,P0007,157.24
2022-01-04,S004,P0008,16.36
2022-01-04,S004,P0009,158.23
2022-01-04,S004,P0010,264.83
2022-01-04,S004,P0011,243.7
2022-01-04,S004,P0012,145.17
2022-01-04,S004,P0013,81.02
2022-01-04,S004,P0014,300.24
2022-01-04,S004,P0015,69.66
2022-01-04,S004,P0016,89.92
2022-01-04,S004,P0017,266.14
2022-01-04,S004,P0018,20.62
2022-01-04,S004,P0019,319.56
2022-01-04,S004,P0020,68.97
2022-01-04,S005,P0001,214.04
2022-01-04,S005,P0002,36.13
2022-01-04,S005,P0003,266.77
2022-01-04,S005,P0004,97.81
2022-01-04,S005,P0005,85.65
2022-01-04,S005,P0006,133.87
2022-01-04,S005,P0007,141.44
2022-01-04,S005,P0008,233.51
2022-01-04,S005,P0009,26.91
2022-01-04,S005,P0010,171.35
2022-01-04,S005,P0011,77.14
2022-01-04,S005,P0012,187.61
2022-01-04,S005,P0013,72.27
2022-01-04,S005,P0014,8.45
2022-01-04,S005,P0015,150.43
2022-01-04,S005,P0016,216.05
2022-01-04,S005,P0017,252.35
2022-01-04,S005,P0018,137.7
2022-01-04,S005,P0019,259.18
2022-01-04,S005,P0020,62.09
2022-01-05,S001,P0001,150.27
2022-01-05,S001,P0002,237.0
2022-01-05,S001,P0003,101.54
2022-01-05,S001,P0004,40.03
2022-01-05,S001,P0005,193.38
2022-01-05,S001,P0006,168.84
2022-01-05,S001,P0007,17.44
2022-01-05,S001,P0008,35.11
2022-01-05,S001,P0009,6.6
2022-01-05,S001,P0010,85.66
2022-01-05,S001,P0011,54.08
2022-01-05,S001,P0012,76.67
2022-01-05,S001,P0013,55.73
2022-01-05,S001,P0014,155.79
2022-01-05,S001,P0015,183.33
2022-01-05,S001,P0016,143.24
2022-01-05,S001,P0017,53.06
2022-01-05,S001,P0018,17.8
2022-01-05,S001,P0019,47.82
2022-01-05,S001,P0020,4.5
2022-01-05,S002,P0001,171.45
2022-01-05,S002,P0002,92.92
2022-01-05,S002,P0003,257.46
2022-01-05,S002,P0004,25.88
2022-01-05,S002,P0005,212.58
2022-01-05,S002,P0006,22.17
2022-01-05,S002,P0007,34.05
2022-01-05,S002,P0008,145.1
2022-01-05,S002,P0009,109.92
2022-01-05,S002,P0010,119.12
2022-01-05,S002,P0011,266.89
2022-01-05,S002,P0012,269.59
2022-01-05,S002,P0013,214.64
2022-01-05,S002,P0014,69.26
2022-01-05,S002,P0015,17.01
2022-01-05,S002,P0016,106.4
2022-01-05,S002,P0017,302.77
2022-01-05,S002,P0018,154.25
2022-01-05,S002,P0019,68.88
2022-01-05,S002,P0020,27.69
2022-01-05,S003,P0001,47.35
2022-01-05,S003,P0002,187.88
2022-01-05,S003,P0003,155.15
2022-01-05,S003,P0004,188.51
2022-01-05,S003,P0005,90.49
2022-01-05,S003,P0006,220.06
2022-01-05,S003,P0007,74.14
2022-01-05,S003,P0008,35.46
2022-01-05,S003,P0009,7.16
2022-01-05,S003,P0010,90.43
2022-01-05,S003,P0011,269.91
2022-01-05,S003,P0012,122.08
2022-01-05,S003,P0013,232.6
2022-01-05,S003,P0014,44.15
2022-01-05,S003,P0015,28.28
2022-01-05,S003,P0016,29.93
2022-01-05,S003,P0017,18.54
2022-01-05,S003,P0018,41.71
2022-01-05,S003,P0019,167.46
2022-01-05,S003,P0020,205.67
2022-01-05,S004,P0001,212.56
2022-01-05,S004,P0002,88.88
2022-01-05,S004,P0003,102.13
2022-01-05,S004,P0004,190.9
2022-01-05,S004,P0005,87.46
2022-01-05,S004,P0006,271.82
2022-01-05,S004,P0007,246.58
2022-01-05,S004,P0008,343.03
2022-01-05,S004,P0009,321.15
2022-01-05,S004,P0010,72.67
2022-01-05,S004,P0011,26.69
2022-01-05,S004,P0012,241.25
2022-01-05,S004,P0013,113.09
2022-01-05,S004,P0014,220.89
2022-01-05,S004,P0015,207.56
2022-01-05,S004,P0016,318.43
2022-01-05,S004,P0017,90.62
2022-01-05,S004,P0018,170.15
2022-01-05,S004,P0019,56.6
2022-01-05,S004,P0020,147.54
2022-01-05,S005,P0001,93.27
2022-01-05,S005,P0002,62.06
2022-01-05,S005,P0003,145.3
2022-01-05,S005,P0004,145.91
2022-01-05,S005,P0005,97.08
2022-01-05,S005,P0006,68.41
2022-01-05,S005,P0007,123.53
2022-01-05,S005,P0008,66.44
2022-01-05,S005,P0009,34.95
2022-01-05,S005,P0010,353.01
2022-01-05,S005,P0011,51.37
2022-01-05,S005,P0012,218.16
2022-01-05,S005,P0013,71.81
2022-01-05,S005,P0014,316.68
2022-01-05,S005,P0015,258.32
2022-01-05,S005,P0016,350.28
2022-01-05,S005,P0017,26.67
2022-01-05,S005,P0018,105.45
2022-01-05,S005,P0019,153.0
2022-01-05,S005,P0020,47.12
2022-01-06,S001,P0001,39.09
2022-01-06,S001,P0002,228.65
2022-01-06,S001,P0003,50.51
2022-01-06,S001,P0004,319.77
2022-01-06,S001,P0005,115.29
2022-01-06,S001,P0006,1.05
2022-01-06,S001,P0007,45.45
2022-01-06,S001,P0008,184.96
2022-01-06,S001,P0009,198.09
2022-01-06,S001,P0010,98.82
2022-01-06,S001,P0011,173.24
2022-01-06,S001,P0012,-8.37
2022-01-06,S001,P0013,174.85
2022-01-06,S001,P0014,115.25
2022-01-06,S001,P0015,12.68
2022-01-06,S001,P0016,425.85
2022-01-06,S001,P0017,42.81
2022-01-06,S001,P0018,172.13
2022-01-06,S001,P0019,19.63
2022-01-06,S001,P0020,2.68
2022-01-06,S002,P0001,99.33
2022-01-06,S002,P0002,33.65
2022-01-06,S002,P0003,71.43
2022-01-06,S002,P0004,74.56
2022-01-06,S002,P0005,83.08
2022-01-06,S002,P0006,126.54
2022-01-06,S002,P0007,264.93
2022-01-06,S002,P0008,253.18
2022-01-06,S002,P0009,177.37
2022-01-06,S002,P0010,337.59
2022-01-06,S002,P0011,86.35
2022-01-06,S002,P0012,144.02
2022-01-06,S002,P0013,348.62
2022-01-06,S002,P0014,248.45
2022-01-06,S002,P0015,207.85
2022-01-06,S002,P0016,54.77
2022-01-06,S002,P0017,53.64
2022-01-06,S002,P0018,72.49
2022-01-06,S002,P0019,286.28
2022-01-06,S002,P0020,215.81
2022-01-06,S003,P0001,164.48
2022-01-06,S003,P0002,26.5
2022-01-06,S003,P0003,188.69
2022-01-06,S003,P0004,223.08
2022-01-06,S003,P0005,250.44
2022-01-06,S003,P0006,4.5
2022-01-06,S003,P0007,17.36
2022-01-06,S003,P0008,248.13
2022-01-06,S003,P0009,5.61
2022-01-06,S003,P0010,34.24
2022-01-06,S003,P0011,142.02
2022-01-06,S003,P0012,34.8
2022-01-06,S003,P0013,68.73
2022-01-06,S003,P0014,96.56
2022-01-06,S003,P0015,478.76
2022-01-06,S003,P0016,326.93
2022-01-06,S003,P0017,153.54
2022-01-06,S003,P0018,48.33
2022-01-06,S003,P0019,37.59
2022-01-06,S003,P0020,71.1
2022-01-06,S004,P0001,106.55
2022-01-06,S004,P0002,99.68
2022-01-06,S004,P0003,149.31
2022-01-06,S004,P0004,41.93
2022-01-06,S004,P0005,237.94
2022-01-06,S004,P0006,271.16
2022-01-06,S004,P0007,87.51
2022-01-06,S004,P0008,169.32
2022-01-06,S004,P0009,178.91
2022-01-06,S004,P0010,62.86
2022-01-06,S004,P0011,17.28
2022-01-06,S004,P0012,90.39
2022-01-06,S004,P0013,276.75
2022-01-06,S004,P0014,66.22
2022-01-06,S004,P0015,66.88
2022-01-06,S004,P0016,36.79
2022-01-06,S004,P0017,207.13
2022-01-06,S004,P0018,39.88
2022-01-06,S004,P0019,341.07
2022-01-06,S004,P0020,162.92
2022-01-06,S005,P0001,213.22
2022-01-06,S005,P0002,32.63
2022-01-06,S005,P0003,106.59
2022-01-06,S005,P0004,212.71
2022-01-06,S005,P0005,33.09
2022-01-06,S005,P0006,10.62
2022-01-06,S005,P0007,33.84
2022-01-06,S005,P0008,181.89
2022-01-06,S005,P0009,81.01
2022-01-06,S005,P0010,67.98
2022-01-06,S005,P0011,94.6
2022-01-06,S005,P0012,165.78
2022-01-06,S005,P0013,92.71
2022-01-06,S005,P0014,147.93
2022-01-06,S005,P0015,13.56
2022-01-06,S005,P0016,29.69
2022-01-06,S005,P0017,250.0
2022-01-06,S005,P0018,188.42
2022-01-06,S005,P0019,150.77
2022-01-06,S005,P0020,6.64
2022-01-07,S001,P0001,117.92
2022-01-07,S001,P0002,125.73
2022-01-07,S001,P0003,33.38
2022-01-07,S001,P0004,303.88
2022-01-07,S001,P0005,88.38
2022-01-07,S001,P0006,22.3
2022-01-07,S001,P0007,440.06
2022-01-07,S001,P0008,67.54
2022-01-07,S001,P0009,258.36
2022-01-07,S001,P0010,39.58
2022-01-07,S001,P0011,107.22
2022-01-07,S001,P0012,137.16
2022-01-07,S001,P0013,70.21
2022-01-07,S001,P0014,129.39
2022-01-07,S001,P0015,133.63
2022-01-07,S001,P0016,166.56
2022-01-07,S001,P0017,74.5
2022-01-07,S001,P0018,98.78
2022-01-07,S001,P0019,54.36
2022-01-07,S001,P0020,142.0
2022-01-07,S002,P0001,153.84
2022-01-07,S002,P0002,79.73
2022-01-07,S002,P0003,80.31
2022-01-07,S002,P0004,127.05
2022-01-07,S002,P0005,121.76
2022-01-07,S002,P0006,65.93
2022-01-07,S002,P0007,207.06
2022-01-07,S002,P0008,59.22
2022-01-07,S002,P0009,118.21
2022-01-07,S002,P0010,111.17
2022-01-07,S002,P0011,46.56
2022-01-07,S002,P0012,128.13
2022-01-07,S002,P0013,155.52
2022-01-07,S002,P0014,145.38
2022-01-07,S002,P0015,57.62
2022-01-07,S002,P0016,215.38
2022-01-07,S002,P0017,106.28
2022-01-07,S002,P0018,82.5
2022-01-07,S002,P0019,119.27
2022-01-07,S002,P0020,91.01
2022-01-07,S003,P0001,49.7
2022-01-07,S003,P0002,143.9
2022-01-07,S003,P0003,20.75
2022-01-07,S003,P0004,12.47
2022-01-07,S003,P0005,305.17
2022-01-07,S003,P0006,194.41
2022-01-07,S003,P0007,189.57
2022-01-07,S003,P0008,154.77
2022-01-07,S003,P0009,15.08
2022-01-07,S003,P0010,72.14
2022-01-07,S003,P0011,47.24
2022-01-07,S003,P0012,43.5
2022-01-07,S003,P0013,58.25
2022-01-07,S003,P0014,41.05
2022-01-07,S003,P0015,70.58
2022-01-07,S003,P0016,90.58
2022-01-07,S003,P0017,22.96
2022-01-07,S003,P0018,334.26
2022-01-07,S003,P0019,41.58
2022-01-07,S003,P0020,16.38
2022-01-07,S004,P0001,5.38
2022-01-07,S004,P0002,42.15
2022-01-07,S004,P0003,47.54
2022-01-07,S004,P0004,92.42
2022-01-07,S004,P0005,116.84
2022-01-07,S004,P0006,355.68
2022-01-07,S004,P0007,100.55
2022-01-07,S004,P0008,75.46
2022-01-07,S004,P0009,202.77
2022-01-07,S004,P0010,69.29
2022-01-07,S004,P0011,74.64
2022-01-07,S004,P0012,50.79
2022-01-07,S004,P0013,206.34
2022-01-07,S004,P0014,230.9
2022-01-07,S004,P0015,171.72
2022-01-07,S004,P0016,157.56
2022-01-07,S004,P0017,2.05
2022-01-07,S004,P0018,61.63
2022-01-07,S004,P0019,5.57
2022-01-07,S004,P0020,166.99
2022-01-07,S005,P0001,97.73
2022-01-07,S005,P0002,295.38
2022-01-07,S005,P0003,208.73
2022-01-07,S005,P0004,28.25
2022-01-07,S005,P0005,138.96
2022-01-07,S005,P0006,303.93
2022-01-07,S005,P0007,260.89
2022-01-07,S005,P0008,158.49
2022-01-07,S005,P0009,176.48
2022-01-07,S005,P0010,155.35
2022-01-07,S005,P0011,456.22
2022-01-07,S005,P0012,52.42
2022-01-07,S005,P0013,89.85
2022-01-07,S005,P0014,227.28
2022-01-07,S005,P0015,172.67
2022-01-07,S005,P0016,105.03
2022-01-07,S005,P0017,189.39
2022-01-07,S005,P0018,24.11
2022-01-07,S005,P0019,33.96
2022-01-07,S005,P0020,122.01
2022-01-08,S001,P0001,0.84
2022-01-08,S001,P0002,44.32
2022-01-08,S001,P0003,135.43
2022-01-08,S001,P0004,89.99
2022-01-08,S001,P0005,236.6
2022-01-08,S001,P0006,26.24
2022-01-08,S001,P0007,171.54
2022-01-08,S001,P0008,55.22
2022-01-08,S001,P0009,160.95
2022-01-08,S001,P0010,185.53
2022-01-08,S001,P0011,96.63
2022-01-08,S001,P0012,226.07
2022-01-08,S001,P0013,275.59
2022-01-08,S001,P0014,140.55
2022-01-08,S001,P0015,263.26
2022-01-08,S001,P0016,48.81
2022-01-08,S001,P0017,252.57
2022-01-08,S001,P0018,65.67
2022-01-08,S001,P0019,136.09
2022-01-08,S001,P0020,154.58
2022-01-08,S002,P0001,348.41
2022-01-08,S002,P0002,136.47
2022-01-08,S002,P0003,65.36
2022-01-08,S002,P0004,291.97
2022-01-08,S002,P0005,100.71
2022-01-08,S002,P0006,252.44
2022-01-08,S002,P0007,24.31
2022-01-08,S002,P0008,269.15
2022-01-08,S002,P0009,236.08
2022-01-08,S002,P0010,25.74
2022-01-08,S002,P0011,-2.99
2022-01-08,S002,P0012,3.77
2022-01-08,S002,P0013,88.65
2022-01-08,S002,P0014,28.83
2022-01-08,S002,P0015,136.52
2022-01-08,S002,P0016,42.41
2022-01-08,S002,P0017,167.47
2022-01-08,S002,P0018,341.29
2022-01-08,S002,P0019,300.58
2022-01-08,S002,P0020,182.25
2022-01-08,S003,P0001,282.53
2022-01-08,S003,P0002,63.85
2022-01-08,S003,P0003,8.86
2022-01-08,S003,P0004,245.77
2022-01-08,S003,P0005,284.27
2022-01-08,S003,P0006,196.74
2022-01-08,S003,P0007,327.28
2022-01-08,S003,P0008,463.17
2022-01-08,S003,P0009,107.37
2022-01-08,S003,P0010,24.13
2022-01-08,S003,P0011,480.66
2022-01-08,S003,P0012,7.02
2022-01-08,S003,P0013,17.37
2022-01-08,S003,P0014,64.74
2022-01-08,S003,P0015,44.21
2022-01-08,S003,P0016,33.1
2022-01-08,S003,P0017,81.22
2022-01-08,S003,P0018,57.16
2022-01-08,S003,P0019,70.44
2022-01-08,S003,P0020,122.65
2022-01-08,S004,P0001,28.07
2022-01-08,S004,P0002,27.36
2022-01-08,S004,P0003,220.31
2022-01-08,S004,P0004,455.48
2022-01-08,S004,P0005,149.58
2022-01-08,S004,P0006,83.8
2022-01-08,S004,P0007,99.28
2022-01-08,S004,P0008,170.06
2022-01-08,S004,P0009,96.05
2022-01-08,S004,P0010,162.77
2022-01-08,S004,P0011,135.34
2022-01-08,S004,P0012,147.73
2022-01-08,S004,P0013,342.0
2022-01-08,S004,P0014,267.54
2022-01-08,S004,P0015,128.97
