Product ID,Category,Price
P0013,Clothing,83.11
P0014,Toys,32.28
P0015,Toys,52.17
P0016,Clothing,93.61
P0017,Clothing,98.25
P0018,Furniture,78.53
P0019,Furniture,56.91
P0020,Toys,35.32
P0001,Toys,48.08
P0002,Electronics,46.95
P0003,Furniture,94.45
P0004,Groceries,27.28
P0005,Groceries,29.74
P0006,Furniture,27.64
P0007,Toys,60.54
P0008,Furniture,58.55
P0009,Groceries,58.59
P0010,Electronics,95.48
P0011,Clothing,37.81
P0012,Electronics,48.7
P0013,Groceries,65.89
P0014,Groceries,20.37
P0015,Furniture,46.25
P0016,Electronics,71.74
P0017,Toys,20.57
P0018,Clothing,29.88
P0019,Clothing,73.98
P0020,Groceries,45.02
P0001,Clothing,82.88
P0002,Groceries,17.36
P0003,Electronics,42.7
P0004,Clothing,89.67
P0005,Clothing,65.77
P0006,Electronics,95.74
P0007,Furniture,98.9
P0008,Toys,41.11
P0009,Toys,42.07
P0010,Furniture,95.89
P0011,Clothing,84.12
P0012,Toys,71.21
P0013,Groceries,49.23
P0014,Toys,21.87
P0015,Electronics,60.83
P0016,Clothing,56.78
P0017,Clothing,76.12
P0018,Electronics,98.9
P0019,Clothing,46.24
P0020,Toys,16.35
P0001,Groceries,83.63
P0002,Groceries,81.57
P0003,Clothing,44.68
P0004,Groceries,60.11
P0005,Furniture,24.63
P0006,Electronics,36.31
P0007,Electronics,11.36
P0008,Electronics,63.1
P0009,Electronics,30.82
P0010,Electronics,23.73
P0011,Clothing,29.49
P0012,Groceries,74.42
P0013,Clothing,58.3
P0014,Groceries,60.58
P0015,Groceries,73.48
P0016,Groceries,16.18
P0017,Toys,38.52
P0018,Electronics,46.93
P0019,Toys,80.41
P0020,Clothing,95.33
P0001,Groceries,36.3
P0002,Electronics,82.08
P0003,Groceries,46.4
P0004,Groceries,59.76
P0005,Groceries,60.35
P0006,Groceries,40.61
P0007,Clothing,63.61
P0008,Electronics,97.09
P0009,Electronics,52.72
P0010,Groceries,14.41
P0011,Groceries,74.14
P0012,Toys,46.94
P0013,Toys,23.04
P0014,Toys,28.02
P0015,Toys,86.82
P0016,Clothing,80.31
P0017,Toys,41.28
P0018,Toys,38.42
P0019,Toys,59.93
P0020,Toys,66.76
P0001,Groceries,77.88
P0002,Electronics,88.22
P0003,Toys,10.55
P0004,Electronics,44.81
P0005,Electronics,69.65
P0006,Clothing,53.35
P0007,Groceries,33.47
P0008,Electronics,61.1
P0009,Groceries,45.25
P0010,Toys,94.98
P0011,Toys,24.21
P0012,Electronics,66.07
P0013,Toys,34.68
P0014,Clothing,98.28
P0015,Electronics,87.24
P0016,Groceries,93.4
P0017,Toys,53.02
P0018,Groceries,58.54
P0019,Toys,63.29
P0020,Electronics,10.93
P0001,Clothing,45.49
P0002,Furniture,52.33
P0003,Toys,41.55
P0004,Toys,58.13
P0005,Groceries,25.67
P0006,Clothing,33.96
P0007,Electronics,81.35
P0008,Groceries,57.34
P0009,Toys,50.36
P0010,Groceries,51.34
P0011,Toys,13.09
P0012,Electronics,94.85
P0013,Electronics,16.47
P0014,Toys,82.15
P0015,Toys,61.13
P0016,Groceries,63.74
P0017,Electronics,66.78
P0018,Clothing,30.12
P0019,Groceries,31.26
P0020,Furniture,21.47
P0001,Furniture,81.01
P0002,Electronics,59.97
P0003,Toys,26.87
P0004,Clothing,99.12
P0005,Groceries,24.29
P0006,Electronics,18.48
P0007,Toys,54.73
P0008,Toys,59.61
P0009,Furniture,14.64
P0010,Electronics,63.63
P0011,Toys,95.99
P0012,Electronics,75.41
P0013,Furniture,24.19
P0014,Clothing,85.33
P0015,Electronics,15.58
P0016,Furniture,19.63
P0017,Toys,53.81
P0018,Toys,37.49
P0019,Groceries,38.2
P0020,Clothing,84.13
P0001,Furniture,20.39
P0002,Groceries,70.46
P0003,Toys,53.13
P0004,Toys,82.0
P0005,Furniture,75.55
P0006,Groceries,50.26
P0007,Clothing,56.58
P0008,Furniture,37.17
P0009,Furniture,82.75
P0010,Clothing,23.53
P0011,Clothing,56.3
P0012,Toys,94.09
P0013,Groceries,24.53
P0014,Furniture,70.33
P0015,Clothing,79.68
P0016,Groceries,25.69
P0017,Clothing,25.04
P0018,Groceries,56.02
P0019,Groceries,31.39
P0020,Groceries,86.86
P0001,Furniture,21.71
P0002,Furniture,40.56
P0003,Toys,29.2
P0004,Toys,82.18
P0005,Toys,45.85
P0006,Clothing,42.08
P0007,Clothing,51.22
P0008,Furniture,62.03
P0009,Groceries,36.53
P0010,Electronics,84.66
P0011,Toys,39.15
P0012,Clothing,45.65
P0013,Groceries,40.27
P0014,Toys,82.99
P0015,Clothing,60.15
P0016,Electronics,15.19
P0017,Toys,37.46
P0018,Groceries,34.44
P0020,Furniture,81.63
P0001,Groceries,28.46
P0002,Toys,79.54
P0003,Toys,80.57
P0004,Electronics,93.53
P0005,Furniture,46.13
P0006,Toys,60.2
P0007,Groceries,53.65
P0008,Electronics,59.2
P0009,Furniture,98.03
P0010,Furniture,32.6
P0011,Groceries,53.31
P0012,Electronics,93.96
P0013,Toys,83.3
P0014,Toys,12.66
P0015,Toys,55.77
P0016,Groceries,30.15
P0017,Electronics,63.75
P0018,Groceries,97.51
P0019,Electronics,49.8
P0020,Toys,33.3
P0001,Furniture,56.24
P0002,Electronics,43.43
P0003,Electronics,30.78
P0004,Furniture,82.85
P0005,Clothing,87.11
P0006,Groceries,56.68
P0007,Groceries,80.01
P0008,Clothing,41.24
P0009,Toys,96.96
P0010,Toys,87.69
P0011,Furniture,74.45
P0012,Groceries,53.28
P0013,Toys,25.38
P0014,Groceries,23.84
P0015,Clothing,52.21
P0016,Furniture,79.34
P0017,Groceries,13.13
P0018,Groceries,23.28
P0019,Electronics,67.3
P0020,Electronics,17.35
P0001,Electronics,93.06
P0002,Groceries,84.04
P0003,Furniture,25.75
P0004,Furniture,76.32
P0005,Toys,49.52
P0006,Furniture,93.81
P0007,Clothing,76.7
P0008,Electronics,24.28
P0009,Electronics,13.87
P0010,Clothing,14.93
P0011,Electronics,22.22
P0012,Toys,57.69
P0013,Furniture,80.36
P0014,Furniture,40.6
P0015,Furniture,86.8
P0016,Toys,30.33
P0017,Toys,29.03
P0018,Groceries,97.97
P0019,Toys,31.18
P0020,Groceries,65.34
P0001,Toys,57.58
P0002,Electronics,54.02
P0003,Furniture,69.96
P0004,Toys,51.07
P0005,Electronics,99.12
P0006,Furniture,77.59
P0007,Electronics,87.6
P0008,Clothing,43.67
P0009,Toys,89.52
P0010,Groceries,12.89
P0011,Groceries,92.7
P0012,Toys,31.47
P0013,Electronics,89.52
P0014,Toys,54.44
P0015,Groceries,21.75
P0016,Electronics,60.8
P0017,Toys,60.17
P0018,Electronics,19.17
P0019,Electronics,45.92
P0020,Toys,23.85
P0001,Toys,40.47
P0002,Toys,26.25
P0003,Electronics,82.08
P0004,Groceries,50.59
P0005,Toys,49.08
P0006,Groceries,12.38
P0007,Clothing,49.02
P0008,Toys,27.8
P0009,Clothing,59.13
P0010,Furniture,43.1
P0011,Electronics,13.33
P0012,Clothing,98.66
P0013,Electronics,39.8
P0014,Toys,86.26
P0015,Toys,85.81
P0016,Electronics,58.21
P0017,Groceries,74.42
P0018,Toys,53.06
P0019,Clothing,61.9
P0020,Groceries,53.65
P0001,Electronics,91.05
P0002,Furniture,47.32
P0003,Toys,54.78
P0004,Furniture,41.72
P0005,Groceries,37.57
P0006,Toys,83.4
P0007,Electronics,99.12
P0008,Clothing,34.4
P0009,Furniture,59.33
P0010,Clothing,33.79
P0011,Toys,60.79
P0012,Groceries,63.21
P0013,Furniture,64.04
P0014,Furniture,46.65
P0015,Furniture,92.22
P0016,Clothing,28.27
P0017,Electronics,22.57
P0018,Electronics,81.55
P0019,Furniture,96.19
P0020,Clothing,79.76
P0001,Furniture,28.58
P0002,Toys,48.84
P0003,Clothing,60.75
P0004,Groceries,58.46
P0005,Clothing,17.93
P0006,Toys,49.22
P0007,Furniture,43.87
P0008,Groceries,63.54
P0009,Toys,40.94
P0010,Toys,65.09
P0011,Clothing,69.04
P0012,Groceries,43.15
P0013,Groceries,49.42
P0014,Groceries,76.27
P0015,Furniture,22.01
P0016,Furniture,91.94
P0017,Groceries,26.93
P0018,Clothing,93.1
P0019,Electronics,42.65
P0020,Clothing,99.48
P0001,Furniture,96.28
P0002,Electronics,55.36
P0003,Furniture,25.18
P0004,Toys,61.36
P0005,Toys,83.39
P0006,Clothing,10.97
P0007,Furniture,11.77
P0008,Furniture,23.44
P0009,Electronics,15.82
P0010,Clothing,55.5
P0011,Clothing,58.31
P0012,Furniture,61.61
P0013,Toys,83.41
P0014,Furniture,45.22
P0015,Furniture,20.66
P0016,Groceries,41.15
P0017,Toys,75.06
P0018,Furniture,11.07
P0019,Furniture,51.51
P0020,Electronics,95.0
P0001,Groceries,16.86
P0002,Toys,20.2
P0003,Furniture,38.42
P0004,Electronics,83.19
P0005,Furniture,79.42
P0006,Clothing,79.07
P0007,Groceries,68.16
P0008,Clothing,13.17
P0009,Furniture,90.13
P0010,Clothing,97.69
P0011,Electronics,46.28
P0012,Clothing,77.85
P0013,Toys,23.32
P0014,Groceries,75.87
P0015,Furniture,90.79
P0016,Electronics,81.37
P0017,Electronics,33.34
P0018,Electronics,95.48
P0019,Furniture,33.58
P0020,Furniture,29.27
P0001,Clothing,34.92
P0002,Furniture,92.42
P0003,Clothing,60.14
P0004,Electronics,69.02
P0005,Toys,52.41
P0006,Toys,58.85
P0007,Groceries,58.4
P0008,Toys,81.97
P0009,Toys,46.58
P0010,Toys,53.15
P0011,Clothing,86.35
P0012,Groceries,57.72
P0013,Furniture,89.13
P0014,Furniture,25.88
P0015,Electronics,38.71
P0016,Clothing,97.79
P0017,Furniture,49.83
P0018,Furniture,41.02
P0019,Toys,50.18
P0020,Furniture,92.93
P0001,Furniture,53.99
P0002,Clothing,80.82
P0003,Electronics,63.07
P0004,Furniture,10.74
P0005,Clothing,29.63
P0006,Furniture,27.88
P0007,Clothing,50.47
P0008,Clothing,37.99
P0009,Electronics,48.3
P0010,Groceries,55.07
P0011,Clothing,73.88
P0012,Groceries,65.47
P0013,Toys,37.22
P0014,Electronics,51.17
P0015,Electronics,12.36
P0016,Clothing,82.49
P0017,Furniture,13.81
P0018,Toys,58.5
P0019,Toys,65.57
P0020,Electronics,52.47
P0001,Toys,85.79
P0002,Furniture,73.73
P0003,Electronics,42.82
P0004,Groceries,93.78
P0005,Furniture,42.56
P0006,Toys,38.51
P0007,Electronics,49.35
P0008,Toys,96.55
P0009,Groceries,72.01
P0010,Groceries,85.36
P0011,Clothing,30.33
P0012,Toys,80.92
P0013,Furniture,45.69
P0014,Electronics,39.53
P0015,Electronics,74.81
P0016,Furniture,41.54
P0017,Electronics,79.73
P0018,Furniture,78.75
P0019,Groceries,12.31
P0020,Groceries,61.14
P0001,Clothing,66.68
P0002,Furniture,84.95
P0003,Clothing,85.2
P0004,Furniture,42.9
P0005,Toys,82.07
P0006,Electronics,73.39
P0007,Groceries,40.45
P0008,Electronics,12.48
P0009,Furniture,32.44
P0010,Furniture,61.85
P0011,Electronics,35.12
P0012,Clothing,14.89
P0013,Groceries,18.4
P0014,Groceries,83.95
P0015,Toys,83.65
P0016,Electronics,16.24
P0017,Clothing,34.38
P0018,Electronics,72.54
P0019,Furniture,80.19
P0020,Toys,93.99
P0001,Toys,91.6
P0002,Toys,79.31
P0003,Electronics,63.03
P0004,Groceries,44.43
P0005,Clothing,80.61
P0006,Groceries,59.12
P0007,Groceries,43.98
P0008,Toys,32.77
P0009,Clothing,48.29
P0010,Groceries,54.76
P0011,Clothing,82.63
P0012,Clothing,83.16
P0013,Groceries,88.58
P0014,Toys,60.49
P0015,Groceries,99.47
P0016,Furniture,82.21
P0017,Furniture,94.56
P0018,Furniture,66.34
P0019,Groceries,77.11
P0020,Toys,94.18
P0001,Groceries,41.28
P0002,Electronics,71.78
P0003,Furniture,31.15
P0004,Clothing,85.3
P0005,Toys,60.88
P0006,Electronics,49.36
P0007,Toys,76.42
P0008,Clothing,95.46
P0009,Furniture,25.51
P0010,Furniture,61.24
P0011,Furniture,81.95
P0012,Groceries,51.76
P0013,Toys,47.68
P0014,Electronics,61.07
P0015,Electronics,63.13
P0016,Furniture,38.22
P0017,Groceries,78.41
P0018,Clothing,44.62
P0019,Furniture,31.44
P0020,Groceries,38.55
P0001,Furniture,66.3
P0002,Groceries,72.12
P0003,Electronics,39.4
P0004,Toys,40.63
P0005,Groceries,20.73
P0006,Electronics,53.8
P0007,Furniture,13.51
P0008,Toys,14.55
P0009,Electronics,22.53
P0010,Furniture,64.49
P0011,Furniture,22.11
P0012,Furniture,79.77
P0013,Electronics,76.62
P0014,Furniture,49.74
P0015,Groceries,10.98
P0016,Electronics,32.13
P0017,Clothing,42.26
P0018,Furniture,79.68
P0019,Furniture,12.22
P0020,Groceries,65.67
P0001,Groceries,90.22
P0002,Toys,91.27
P0003,Electronics,75.69
P0004,Groceries,41.52
P0005,Toys,35.32
P0006,Groceries,52.87
P0007,Furniture,74.31
P0008,Electronics,74.62
P0009,Groceries,68.99
P0010,Toys,91.77
P0011,Electronics,92.43
P0012,Clothing,35.54
P0013,Furniture,97.17
P0014,Clothing,70.89
P0015,Toys,74.19
P0016,Clothing,24.24
P0017,Groceries,81.09
P0018,Clothing,97.91
P0019,Toys,20.87
P0020,Toys,89.75
P0001,Clothing,72.31
P0002,Furniture,75.25
P0003,Electronics,46.2
P0004,Clothing,29.64
P0005,Furniture,73.61
P0006,Clothing,74.7
P0007,Groceries,73.57
P0008,Clothing,19.84
P0009,Electronics,84.48
P0010,Groceries,88.54
P0011,Furniture,74.14
P0012,Furniture,16.46
P0013,Groceries,87.77
P0014,Furniture,20.31
P0015,Electronics,97.72
P0016,Clothing,26.65
P0017,Electronics,15.63
P0018,Toys,53.53
P0019,Toys,22.67
P0020,Electronics,21.01
P0001,Clothing,24.71
P0002,Toys,83.18
P0003,Groceries,22.27
P0004,Furniture,88.87
P0005,Groceries,11.43
P0006,Furniture,20.5
P0007,Electronics,56.84
P0008,Groceries,39.81
P0009,Clothing,65.64
P0010,Electronics,15.27
P0011,Toys,32.2
P0012,Furniture,92.42
P0013,Electronics,20.13
P0014,Furniture,51.94
P0015,Electronics,19.51
P0016,Electronics,81.94
P0017,Toys,94.97
P0018,Toys,65.26
P0019,Groceries,21.49
P0020,Groceries,30.67
P0001,Toys,21.2
P0002,Clothing,48.65
P0003,Toys,61.05
P0004,Electronics,57.98
P0005,Groceries,10.83
P0006,Furniture,61.72
P0007,Toys,42.82
P0008,Groceries,74.0
P0009,Toys,21.5
P0010,Clothing,72.32
P0011,Groceries,50.72
P0012,Toys,44.41
P0013,Groceries,95.4
P0014,Groceries,72.93
P0015,Groceries,96.08
P0016,Clothing,19.72
P0017,Clothing,60.49
P0018,Furniture,88.88
P0019,Furniture,42.53
P0020,Groceries,20.84
P0001,Electronics,41.72
P0002,Clothing,96.33
P0003,Toys,18.67
P0004,Groceries,64.74
P0005,Toys,83.56
P0006,Groceries,59.23
P0007,Electronics,34.2
P0008,Clothing,83.93
P0009,Clothing,75.93
P0010,Toys,69.78
P0011,Groceries,52.18
P0012,Electronics,13.88
P0013,Toys,44.84
P0014,Electronics,78.24
P0015,Toys,44.74
P0016,Electronics,52.49
P0017,Electronics,91.79
P0018,Clothing,52.06
P0019,Groceries,37.43
P0020,Toys,10.99
P0001,Groceries,78.43
P0002,Toys,96.63
P0003,Electronics,58.55
P0004,Electronics,60.26
P0005,Toys,94.9
P0006,Groceries,95.07
P0007,Clothing,91.4
P0008,Electronics,81.13
P0009,Electronics,72.99
P0010,Electronics,11.3
P0011,Clothing,91.41
P0012,Electronics,51.28
P0013,Furniture,26.81
P0014,Toys,23.4
P0015,Electronics,71.86
P0016,Furniture,52.98
P0017,Electronics,48.77
P0018,Furniture,45.68
P0019,Clothing,15.25
P0020,Clothing,99.92
P0001,Clothing,84.48
P0002,Groceries,45.42
P0003,Groceries,71.37
P0004,Electronics,30.87
P0005,Furniture,60.22
P0006,Toys,82.33
P0007,Clothing,51.57
P0008,Clothing,22.73
P0009,Electronics,32.9
P0010,Toys,85.57
P0011,Clothing,87.39
P0012,Electronics,78.81
P0013,Groceries,26.29
P0014,Electronics,82.3
P0015,Electronics,15.65
P0016,Clothing,63.07
P0017,Clothing,27.22
P0018,Groceries,35.56
P0019,Furniture,32.55
P0020,Electronics,83.51
P0001,Clothing,80.62
P0002,Toys,98.46
P0003,Toys,89.88
P0004,Electronics,52.5
P0005,Electronics,97.22
P0006,Electronics,65.21
P0007,Clothing,59.25
P0008,Clothing,46.11
P0009,Toys,88.74
P0010,Furniture,72.52
P0011,Furniture,34.38
P0012,Toys,53.55
P0013,Electronics,40.8
P0014,Toys,22.99
P0015,Electronics,94.54
P0016,Toys,45.82
P0017,Toys,75.5
P0018,Groceries,19.47
P0019,Furniture,89.82
P0020,Toys,61.06
P0001,Toys,89.6
P0002,Clothing,78.44
P0003,Clothing,13.88
P0004,Toys,21.72
P0005,Furniture,90.11
P0006,Clothing,55.34
P0007,Electronics,40.06
P0008,Furniture,49.76
P0009,Toys,88.92
P0010,Toys,91.41
P0011,Clothing,54.48
P0012,Groceries,95.44
P0013,Clothing,41.74
P0014,Electronics,55.76
P0015,Electronics,10.4
P0016,Clothing,41.91
P0017,Electronics,50.57
P0018,Electronics,79.83
P0019,Furniture,34.29
P0020,Furniture,17.26
P0001,Electronics,32.68
P0002,Toys,42.03
P0003,Groceries,29.15
P0004,Electronics,74.05
P0005,Toys,23.43
P0006,Toys,27.82
P0007,Clothing,84.01
P0008,Furniture,48.96
P0009,Toys,43.24
P0010,Clothing,63.67
P0011,Clothing,11.14
P0012,Groceries,18.93
P0013,Clothing,86.6
P0014,Furniture,24.95
P0015,Clothing,56.71
P0016,Clothing,58.05
P0017,Clothing,83.04
P0018,Furniture,81.47
P0019,Clothing,46.67
P0020,Electronics,24.61
P0001,Groceries,31.79
P0002,Toys,36.13
P0003,Furniture,49.6
P0004,Clothing,38.68
P0005,Groceries,10.06
P0006,Toys,62.31
P0007,Toys,48.84
P0008,Groceries,24.63
P0009,Toys,87.82
P0010,Electronics,63.39
P0011,Toys,56.76
P0012,Clothing,33.95
P0013,Furniture,30.8
P0014,Groceries,48.94
P0015,Groceries,31.05
P0016,Electronics,44.98
P0017,Furniture,91.69
P0018,Furniture,26.6
P0019,Toys,84.73
P0020,Groceries,95.77
P0001,Toys,21.01
P0002,Clothing,40.83
P0003,Furniture,67.15
P0004,Clothing,94.47
P0005,Groceries,15.86
P0006,Toys,77.71
P0007,Clothing,24.06
P0008,Furniture,96.13
P0009,Furniture,22.27
P0010,Electronics,37.11
P0011,Electronics,76.21
P0012,Furniture,47.54
P0013,Furniture,87.82
P0014,Groceries,63.08
P0015,Toys,10.85
P0016,Toys,75.19
P0017,Electronics,67.68
P0018,Electronics,45.57
P0019,Clothing,95.52
P0020,Clothing,66.95
P0001,Groceries,20.82
P0002,Clothing,96.0
P0003,Toys,85.09
P0004,Furniture,45.22
P0005,Toys,98.97
P0006,Toys,23.47
P0007,Clothing,73.43
P0008,Electronics,71.06
P0009,Groceries,52.85
P0010,Groceries,89.31
P0011,Groceries,82.33
P0012,Clothing,65.05
P0013,Furniture,64.37
P0014,Electronics,75.88
P0015,Groceries,52.89
P0016,Clothing,78.7
P0017,Furniture,16.08
P0018,Groceries,72.14
P0019,Electronics,52.67
P0020,Electronics,49.52
P0001,Furniture,30.18
P0002,Clothing,56.35
P0003,Electronics,56.87
P0004,Furniture,77.7
P0005,Electronics,31.47
P0006,Clothing,86.12
P0007,Furniture,81.91
P0008,Groceries,82.5
P0009,Groceries,70.69
P0010,Electronics,21.75
P0011,Groceries,60.87
P0012,Toys,79.0
P0013,Groceries,33.77
P0014,Electronics,80.06
P0015,Furniture,61.44
P0016,Groceries,60.15
P0017,Furniture,31.07
P0018,Furniture,22.58
P0019,Electronics,85.04
P0020,Toys,15.56
P0001,Furniture,27.53
P0002,Furniture,37.38
P0003,Furniture,50.84
P0004,Furniture,35.38
P0005,Toys,84.84
P0006,Groceries,78.72
P0007,Groceries,74.55
P0008,Electronics,67.34
P0009,Electronics,49.71
P0010,Clothing,98.8
P0011,Toys,63.1
P0012,Toys,38.97
P0013,Furniture,94.9
P0014,Toys,26.07
P0015,Clothing,27.47
P0016,Groceries,44.77
P0017,Groceries,54.54
P0018,Clothing,83.03
P0019,Clothing,10.17
P0020,Toys,30.0
P0001,Furniture,20.51
P0002,Furniture,87.79
P0003,Toys,52.77
P0004,Electronics,53.82
P0005,Toys,36.25
P0006,Toys,57.78
P0007,Electronics,30.24
P0008,Electronics,35.64
P0009,Clothing,91.12
P0010,Clothing,92.76
P0011,Clothing,41.52
P0012,Toys,14.82
P0013,Toys,53.87
P0014,Electronics,44.65
P0015,Furniture,45.52
P0016,Toys,16.44
P0017,Furniture,75.53
P0018,Clothing,20.72
P0019,Toys,56.42
P0020,Electronics,62.7
P0001,Clothing,42.12
P0002,Furniture,26.76
P0003,Furniture,15.89
P0004,Furniture,35.02
P0005,Groceries,71.51
P0006,Furniture,59.59
P0007,Toys,85.49
P0008,Groceries,76.08
P0009,Furniture,61.5
P0010,Electronics,30.89
P0011,Groceries,58.66
P0012,Toys,69.5
P0013,Electronics,54.68
P0014,Clothing,90.19
P0015,Clothing,46.7
P0016,Clothing,55.42
P0017,Clothing,78.35
P0018,Furniture,82.86
P0019,Electronics,25.73
P0020,Electronics,76.38
P0001,Electronics,54.34
P0002,Furniture,80.99
P0003,Groceries,42.72
P0004,Clothing,99.09
P0005,Clothing,94.44
P0006,Toys,58.61
P0007,Furniture,45.72
P0008,Electronics,59.22
P0009,Clothing,70.91
P0010,Clothing,16.38
P0011,Clothing,90.11
P0012,Clothing,29.01
P0013,Groceries,11.67
P0014,Clothing,33.62
P0015,Electronics,87.25
P0016,Furniture,47.55
P0017,Clothing,94.4
P0018,Clothing,38.1
P0019,Toys,71.45
P0020,Furniture,30.99
P0001,Clothing,31.82
P0002,Groceries,99.84
P0003,Groceries,81.55
P0004,Furniture,20.2
P0005,Electronics,25.24
P0006,Clothing,41.2
P0007,Toys,61.03
P0008,Clothing,80.21
P0009,Toys,24.63
P0010,Electronics,77.8
P0011,Furniture,86.62
P0012,Groceries,51.37
P0013,Electronics,34.5
P0014,Groceries,78.42
